case,scenario,branch_id,from_bus,to_bus,closed,available,P_MW,Q_Mvar
ieee69,0,51,51,52,1,1,0.003599999999996939,0.0027000000000043656
ieee69,0,52,9,53,1,1,0.05469999999999864,0.03969999999999807
ieee69,0,53,53,54,1,1,0.050400000000001555,0.036199999999997345
ieee69,0,54,54,55,1,1,0.023999999999997357,0.017199999999997218
ieee69,0,55,55,56,1,1,0.0,0.0
ieee69,0,56,56,57,1,1,0.0,0.0
ieee69,0,57,57,58,1,1,0.0,0.0
ieee69,0,58,58,59,0,1,0.0,0.0
ieee69,0,59,59,60,1,1,0.9612188125000021,0.8879999999999999
ieee69,0,60,60,61,1,1,0.9612188125000021,0.8879999999999999
ieee69,0,61,61,62,0,1,0.0,0.0
ieee69,0,62,62,63,1,1,-0.031999999999996476,-0.022999999999999687
ieee69,0,63,63,64,1,1,-0.031999999999996476,-0.022999999999999687
ieee69,0,64,64,65,1,1,-0.25900000000000034,-0.18500000000000405
ieee69,0,65,11,66,1,1,0.035999999999996035,0.026000000000001577
ieee69,0,66,66,67,1,1,0.01800000000000246,0.012999999999996348
ieee69,0,67,12,68,1,1,0.056000000000002714,0.039999999999995595
ieee69,0,68,68,69,1,1,0.027999999999996916,0.019999999999997797
ieee69,0,69,11,43,0,1,0.0,0.0
ieee69,0,70,13,21,1,1,0.22240037499999588,0.3514999999999979
ieee69,0,71,15,46,0,1,0.0,0.0
ieee69,0,72,50,59,1,1,1.0612188125,0.9600000000000009
ieee69,0,73,27,65,1,1,0.31799999999999606,0.22700000000000387
ieee69,1,1,1,2,1,1,2.8980839834851224,2.5341677519714967
ieee69,1,2,2,3,1,1,2.8980839834851224,2.5341677519714967
ieee69,1,3,3,4,1,1,2.5916388949332525,2.319291242748731
ieee69,1,4,4,5,1,1,0.7190963379167314,0.7387416786454359
ieee69,1,5,5,6,1,1,0.7190963379167314,0.7387416786454359
ieee69,1,6,6,7,1,1,0.7162209960537425,0.7363086970690613
ieee69,1,7,7,8,1,1,0.6715426071057262,0.7031316755730099
ieee69,1,8,8,9,1,1,0.5398298317663919,0.6091301146675221
ieee69,1,9,9,10,1,1,0.4461600410758759,0.5408960404573104
ieee69,1,10,10,11,1,1,0.4151948210128875,0.519883926843141
ieee69,1,11,11,12,1,1,0.3543830999962694,0.37611683369358495
ieee69,1,12,12,13,1,1,0.13209705597271082,0.2168671305125347
ieee69,1,13,13,14,1,1,0.05362336635914566,0.11733606602437163
ieee69,1,14,14,15,1,1,0.04477616062686707,0.11125361208343065
ieee69,1,15,15,16,1,1,0.04477616062686707,0.11125361208343065
ieee69,1,16,16,17,1,1,-0.005542321975484654,0.07807659058737926
ieee69,1,17,17,18,1,1,-0.07189636496758744,0.03937006550865263
ieee69,1,18,18,19,1,1,0.0011059007165314938,0.0006635404299171199
ieee69,1,19,19,20,1,1,0.0011059007165314938,0.0006635404299171199
ieee69,1,20,20,21,0,1,0.0,0.0
ieee69,1,21,21,22,1,1,0.005861273797638233,0.00387065250786911
ieee69,1,22,22,23,1,0,0.0,0.0
ieee69,1,23,23,24,1,1,0.0,0.0
ieee69,1,24,24,25,1,1,0.0,0.0
ieee69,1,25,25,26,1,1,0.0,0.0
ieee69,1,26,26,27,1,1,0.0,0.0
ieee69,1,27,3,28,1,1,0.10118991556296031,0.07210472671808965
ieee69,1,28,28,29,1,1,0.07243649693304377,0.05153497339053459
ieee69,1,29,29,30,1,1,0.043683078303136114,0.030965220062979526
ieee69,1,30,30,31,1,1,0.043683078303136114,0.030965220062979526
ieee69,1,31,31,32,1,1,0.043683078303136114,0.030965220062979526
ieee69,1,32,32,33,1,1,0.043683078303136114,0.030965220062979526
ieee69,1,33,33,34,1,1,0.02820046827164191,0.01990621289762906
ieee69,1,34,34,35,1,1,0.006635404299206726,0.004423602866143739
ieee69,1,35,3,36,1,1,0.2052551729889096,0.14277178250467593
ieee69,1,36,36,37,1,1,0.17650175435900195,0.12220202917712975
ieee69,1,37,37,38,1,1,0.1477483357290854,0.10163227584957468
ieee69,1,38,38,39,1,1,0.1477483357290854,0.10163227584957468
ieee69,1,39,39,40,1,1,0.12120671853224962,0.08283196366847712
ieee69,1,40,40,41,1,1,0.09466510133540496,0.06403165148737955
ieee69,1,41,41,42,1,1,0.09333802047556183,0.06292575077084805
ieee69,1,42,42,43,1,1,0.09333802047556183,0.06292575077084805
ieee69,1,43,43,44,1,1,0.08670261617635511,0.058170377689741315
ieee69,1,44,44,45,1,1,0.08670261617635511,0.058170377689741315
ieee69,1,45,45,46,1,1,0.04335130808817311,0.029085188844870657
ieee69,1,46,4,47,1,1,1.872542557016521,1.5805495641032952
ieee69,1,47,47,48,1,1,1.872542557016521,1.5805495641032952
ieee69,1,48,48,49,1,1,1.7851764004102488,1.5181767636907129
ieee69,1,49,49,50,1,1,1.499092703435423,1.214607017001832
ieee69,1,50,8,51,1,1,0.04877022159919697,0.03428292221259177
ieee69,1,51,51,52,1,1,0.003981242579529365,0.0029859319346403623
ieee69,1,52,9,53,1,1,0.06049276919447344,0.04390425844643886
ieee69,1,53,53,54,1,1,0.0557373961133667,0.04003360593856975
ieee69,1,54,54,55,1,1,0.02654161719684467,0.019021492324400313
ieee69,1,55,55,56,1,1,0.0,0.0
ieee69,1,56,56,57,1,1,0.0,0.0
ieee69,1,57,57,58,1,1,0.0,0.0
ieee69,1,58,58,59,0,1,0.0,0.0
ieee69,1,59,59,60,1,1,1.025370097732221,0.8314124187224259
ieee69,1,60,60,61,1,1,1.025370097732221,0.8314124187224259
ieee69,1,61,61,62,0,1,0.0,0.0
ieee69,1,62,62,63,1,1,0.0,0.0
ieee69,1,63,63,64,1,1,0.0,0.0
ieee69,1,64,64,65,1,1,0.0,0.0
ieee69,1,65,11,66,1,1,0.039812425795267004,0.02875341862991654
ieee69,1,66,66,67,1,1,0.01990621289762906,0.014376709314953828
ieee69,1,67,12,68,1,1,0.061930440125967934,0.04423602866140186
ieee69,1,68,68,69,1,1,0.030965220062979526,0.02211801433070093
ieee69,1,69,11,43,0,1,0.0,0.0
ieee69,1,70,13,21,1,1,0.06962648388128656,0.0934486105472132
ieee69,1,71,15,46,0,1,0.0,0.0
ieee69,1,72,50,59,1,1,1.1359601693857257,0.911037270312951
ieee69,1,73,27,65,1,1,0.0,0.0
ieee69,2,1,1,2,1,1,3.2291597107934766,2.7805098341582024
ieee69,2,2,2,3,1,1,3.2291597107934766,2.7805098341582024
ieee69,2,3,3,4,1,1,3.0657615494004986,2.663910728049208
ieee69,2,4,4,5,1,1,1.1716938329416493,1.0646500411319515
ieee69,2,5,5,6,1,1,1.1716938329416493,1.0646500411319515
ieee69,2,6,6,7,1,1,1.1687333087631036,1.0621449822116436
ieee69,2,7,7,8,1,1,1.1227313176810316,1.0279850878437724
ieee69,2,8,8,9,1,1,0.9871165370405866,0.9311987204681405
ieee69,2,9,9,10,1,1,0.8906717686086374,0.8609432043848919
ieee69,2,10,10,11,1,1,0.8587892005319553,0.8393086046185694
ieee69,2,11,11,12,1,1,0.7981885813810674,0.6912823956911307
ieee69,2,12,12,13,1,1,0.5693172891163378,0.5273149027253599
ieee69,2,13,13,14,1,1,0.053199308704519055,0.12081215974769854
ieee69,2,14,14,15,1,1,0.04409000353975401,0.11454951244692424
ieee69,2,15,15,16,1,1,0.04409000353975401,0.11454951244692424
ieee69,2,16,16,17,1,1,-0.007719169584854413,0.0803896180790531
ieee69,2,17,17,18,1,1,-0.07603895832058782,0.040536407983209344
ieee69,2,18,18,19,1,1,0.0011386631455945206,0.0006831978873567124
ieee69,2,19,19,20,1,1,0.0011386631455945206,0.0006831978873567124
ieee69,2,20,20,21,0,1,0.0,0.0
ieee69,2,21,21,22,1,1,0.43189493112444133,0.30800838088363314
ieee69,2,22,22,23,1,1,0.42586001645277705,0.3040230598740479
ieee69,2,23,23,24,1,1,0.42586001645277705,0.3040230598740479
ieee69,2,24,24,25,1,1,0.3939774483761038,0.2812497969621308
ieee69,2,25,25,26,1,1,0.3939774483761038,0.2812497969621308
ieee69,2,26,26,27,1,1,0.37803616433776277,0.2698631655061767
ieee69,2,27,3,28,1,1,0.10418767782200078,0.0742408370928338
ieee69,2,28,28,29,1,1,0.0745824360365166,0.05306170258475795
ieee69,2,29,29,30,1,1,0.044977194251032415,0.031882568076682105
ieee69,2,30,30,31,1,1,0.044977194251032415,0.031882568076682105
ieee69,2,31,31,32,1,1,0.044977194251032415,0.031882568076682105
ieee69,2,32,32,33,1,1,0.044977194251032415,0.031882568076682105
ieee69,2,33,33,34,1,1,0.029035910212691363,0.020495936620719135
ieee69,2,34,34,35,1,1,0.006831978873576006,0.004554652582386964
ieee69,2,35,3,36,1,1,0.059210483570977246,0.04235826901616058
ieee69,2,36,36,37,1,1,0.029605241785484182,0.021179134508075848
ieee69,2,37,37,38,1,0,0.0,0.0
ieee69,2,38,38,39,1,1,0.0,0.0
ieee69,2,39,39,40,1,1,0.0,0.0
ieee69,2,40,40,41,1,1,0.0,0.0
ieee69,2,41,41,42,1,1,0.0,0.0
ieee69,2,42,42,43,1,1,0.0,0.0
ieee69,2,43,43,44,1,1,0.0,0.0
ieee69,2,44,44,45,1,1,0.0,0.0
ieee69,2,45,45,46,1,1,0.0,0.0
ieee69,2,46,4,47,1,1,1.8940677164588493,1.5992606869172565
ieee69,2,47,47,48,1,1,1.8940677164588493,1.5992606869172565
ieee69,2,48,48,49,1,1,1.8041133279567845,1.5350400855056634
ieee69,2,49,49,50,1,1,1.5115670260480574,1.2224770520396433
ieee69,2,50,8,51,1,1,0.05021504472076721,0.03529855751346567
ieee69,2,51,51,52,1,1,0.004099187324140274,0.0030743904931096466
ieee69,2,52,9,53,1,1,0.06228487406408689,0.04520492688015132
ieee69,2,53,53,54,1,1,0.05738862253802601,0.041219605870566056
ieee69,2,54,54,55,1,1,0.02732791549429514,0.01958500610424352
ieee69,2,55,55,56,1,1,0.0,0.0
ieee69,2,56,56,57,1,1,0.0,0.0
ieee69,2,57,57,58,1,1,0.0,0.0
ieee69,2,58,58,59,0,1,0.0,0.0
ieee69,2,59,59,60,1,1,1.0143508538531254,0.8279302720907467
ieee69,2,60,60,61,1,1,1.0143508538531254,0.8279302720907467
ieee69,2,61,61,62,0,1,0.0,0.0
ieee69,2,62,62,63,1,1,-0.03643722065906019,-0.02618925234870062
ieee69,2,63,63,64,1,1,-0.03643722065906019,-0.02618925234870062
ieee69,2,64,64,65,1,1,-0.2949137547092828,-0.21065268193519948
ieee69,2,65,11,66,1,1,0.04099187324144715,0.029605241785484182
ieee69,2,66,66,67,1,1,0.020495936620719135,0.014802620892746532
ieee69,2,67,12,68,1,1,0.06376513615335533,0.045546525823825235
ieee69,2,68,68,69,1,1,0.031882568076682105,0.022773262911917058
ieee69,2,69,11,43,0,1,0.0,0.0
ieee69,2,70,13,21,1,1,0.5070086752470537,0.4002400956768781
ieee69,2,71,15,46,0,1,0.0,0.0
ieee69,2,72,50,59,1,1,1.128217168412693,0.9099140185736321
ieee69,2,73,27,65,1,1,0.3620948802994217,0.25847653405021376
ieee69,3,1,1,2,1,1,2.612676679279513,2.4451900078061506
ieee69,3,2,2,3,1,1,2.612676679279513,2.4451900078061506
ieee69,3,3,3,4,1,1,2.3612341620556787,2.268880801394779
ieee69,3,4,4,5,1,1,0.7905227535123949,0.8484256716141925
ieee69,3,5,5,6,1,1,0.7905227535123949,0.8484256716141925
ieee69,3,6,6,7,1,1,0.78816349496031,0.8464293759162711
ieee69,3,7,7,8,1,1,0.7515042466894961,0.8192071618537877
ieee69,3,8,8,9,1,1,0.6434320568614194,0.7420775553434034
ieee69,3,9,9,10,1,1,0.5665746724916687,0.6860905350882263
ieee69,3,10,10,11,1,1,0.5411672727000116,0.6688497995153142
ieee69,3,11,11,12,1,1,0.5470847280554292,0.5508868719112048
ieee69,3,12,12,13,1,1,0.36469589383676393,0.4202202444112668
ieee69,3,13,13,14,1,1,-0.011815601735625236,0.09627589706766138
ieee69,3,14,14,15,1,1,-0.019074858818948215,0.09128515782287572
ieee69,3,15,15,16,1,1,-0.019074858818948215,0.09128515782287572
ieee69,3,16,16,17,1,1,-0.060361883480393175,0.06406294376038346
ieee69,3,17,17,18,1,1,-0.1148063116053688,0.032303694020816565
ieee69,3,18,18,19,1,1,0.0009074071354131519,0.0005444442812496675
ieee69,3,19,19,20,1,1,0.0009074071354131519,0.0005444442812496675
ieee69,3,20,20,21,0,1,0.0,0.0
ieee69,3,21,21,22,1,1,0.3441795264633818,0.2454536301300969
ieee69,3,22,22,23,1,1,0.33937026864567343,0.24227770515613756
ieee69,3,23,23,24,1,1,0.33937026864567343,0.24227770515613756
ieee69,3,24,24,25,1,1,0.31396286885401636,0.22412956244781235
ieee69,3,25,25,26,1,1,0.31396286885401636,0.22412956244781235
ieee69,3,26,26,27,1,1,0.3012591689581967,0.21505549109365418
ieee69,3,27,3,28,1,1,0.08302775289058317,0.059162945229136454
ieee69,3,28,28,29,1,1,0.05943516736976129,0.04228517251039676
ieee69,3,29,29,30,1,1,0.0358425818489394,0.02540739979165707
ieee69,3,30,30,31,1,1,0.0358425818489394,0.02540739979165707
ieee69,3,31,31,32,1,1,0.0358425818489394,0.02540739979165707
ieee69,3,32,32,33,1,1,0.0358425818489394,0.02540739979165707
ieee69,3,33,33,34,1,1,0.023138881953110868,0.016333328437490024
ieee69,3,34,34,35,1,1,0.005444442812496675,0.0036296285416614893
ieee69,3,35,3,36,1,1,0.1684147643332512,0.11714626118223492
ieee69,3,36,36,37,1,1,0.14482217881242931,0.10026848846349523
ieee69,3,37,37,38,1,1,0.12122959329160743,0.08339071574475554
ieee69,3,38,38,39,1,1,0.12122959329160743,0.08339071574475554
ieee69,3,39,39,40,1,1,0.09945182204162073,0.06796479444267867
ieee69,3,40,40,41,1,1,0.07767405079163403,0.052538873140601794
ieee69,3,41,41,42,1,1,0.0765851622291347,0.05163146600518864
ieee69,3,42,42,43,1,1,0.0765851622291347,0.05163146600518864
ieee69,3,43,43,44,1,1,0.07114071941662914,0.04772961532289344
ieee69,3,44,44,45,1,1,0.07114071941662914,0.04772961532289344
ieee69,3,45,45,46,1,1,0.03557035970831457,0.02386480766144672
ieee69,3,46,4,47,1,1,1.5707114085432838,1.4204551297805867
ieee69,3,47,47,48,1,1,1.5707114085432838,1.4204551297805867
ieee69,3,48,48,49,1,1,1.4990262448453961,1.3692773673431091
ieee69,3,49,49,50,1,1,1.320104866716525,1.1201941086713507
ieee69,3,50,8,51,1,1,0.04001665467185944,0.028129621197905408
ieee69,3,51,51,52,1,1,0.003266665687498005,0.0024499992656235037
ieee69,3,52,9,53,1,1,0.04963517030726727,0.036024063276025586
ieee69,3,53,53,54,1,1,0.04573331962498095,0.03284813830206623
ieee69,3,54,54,55,1,1,0.0217777712499867,0.015607402729163056
ieee69,3,55,55,56,1,1,0.0,0.0
ieee69,3,56,56,57,1,1,0.0,0.0
ieee69,3,57,57,58,1,0,0.0,0.0
ieee69,3,58,58,59,0,1,0.0,0.0
ieee69,3,59,59,60,1,1,0.9586563295920492,0.8057775362496233
ieee69,3,60,60,61,1,1,0.9586563295920492,0.8057775362496233
ieee69,3,61,61,62,0,1,0.0,0.0
ieee69,3,62,62,63,1,1,-0.02903702833331856,-0.020870364114573547
ieee69,3,63,63,64,1,1,-0.02903702833331856,-0.020870364114573547
ieee69,3,64,64,65,1,1,-0.2350184480728057,-0.16787032005200153
ieee69,3,65,11,66,1,1,0.03266665687498893,0.023592585520821885
ieee69,3,66,66,67,1,1,0.016333328437490024,0.011796292760415383
ieee69,3,67,12,68,1,1,0.05081479958330526,0.03629628541665042
ieee69,3,68,68,69,1,1,0.02540739979165707,0.01814814270832521
ieee69,3,69,11,43,0,1,0.0,0.0
ieee69,3,70,13,21,1,1,0.3692522384890484,0.3189536080988109
ieee69,3,71,15,46,0,1,0.0,0.0
ieee69,3,72,50,59,1,1,1.0493970431336752,0.8711108499995923
ieee69,3,73,27,65,1,1,0.2885554690623682,0.20598141973948714
ieee69,4,1,1,2,1,1,2.223269673066701,2.3261899004978304
ieee69,4,2,2,3,1,1,2.223269673066701,2.3261899004978304
ieee69,4,3,3,4,1,1,1.9599256270529164,2.1415354503337003
ieee69,4,4,4,5,1,1,0.40699231427812954,0.6538459172049293
ieee69,4,5,5,6,1,1,0.40699231427812954,0.6538459172049293
ieee69,4,6,6,7,1,1,0.40452138493985323,0.6517551308417779
ieee69,4,7,7,8,1,1,0.3661269444528159,0.623244407707837
ieee69,4,8,8,9,1,1,0.25293937361109187,0.5424640254950219
ieee69,4,9,9,10,1,1,0.17244409862961163,0.48382697158289467
ieee69,4,10,10,11,1,1,0.14583409037127737,0.4657701802647285
ieee69,4,11,11,12,1,1,0.19807359725152018,0.34222371335101087
ieee69,4,12,12,13,1,1,0.007051752254145782,0.20537224230811724
ieee69,4,13,13,14,1,1,-0.0584168302259247,0.10083292415035139
ieee69,4,14,14,15,1,1,-0.06601968972830718,0.09560595824246398
ieee69,4,15,15,16,1,1,-0.06601968972830718,0.09560595824246398
ieee69,4,16,16,17,1,1,-0.1092609531481159,0.06709523510853188
ieee69,4,17,17,18,1,1,-0.166282399415989,0.03383272478560073
ieee69,4,18,18,19,1,1,0.0009503574377944801,0.0005702144626784644
ieee69,4,19,19,20,1,1,0.0009503574377944801,0.0005702144626784644
ieee69,4,20,20,21,0,1,0.0,0.0
ieee69,4,21,21,22,1,1,0.0316469026786681,0.02233339978825022
ieee69,4,22,22,23,1,1,0.026610008258343143,0.019007148755960657
ieee69,4,23,23,24,1,1,0.026610008258343143,0.019007148755960657
ieee69,4,24,24,25,1,0,0.0,0.0
ieee69,4,25,25,26,1,1,0.0,0.0
ieee69,4,26,26,27,1,1,0.0,0.0
ieee69,4,27,3,28,1,1,0.0869577055585058,0.06196330494441682
ieee69,4,28,28,29,1,1,0.06224841217576049,0.04428665660138442
ieee69,4,29,29,30,1,1,0.03753911879301519,0.026610008258343143
ieee69,4,30,30,31,1,1,0.03753911879301519,0.026610008258343143
ieee69,4,31,31,32,1,1,0.03753911879301519,0.026610008258343143
ieee69,4,32,32,33,1,1,0.03753911879301519,0.026610008258343143
ieee69,4,33,33,34,1,1,0.02423411466384806,0.017106433880362815
ieee69,4,34,34,35,1,1,0.005702144626784644,0.003801429751195684
ieee69,4,35,3,36,1,1,0.176386340455279,0.12269114521970437
ieee69,4,36,36,37,1,1,0.1516770470725426,0.10501449687666309
ieee69,4,37,37,38,1,1,0.1269677536897973,0.08733784853362181
ieee69,4,38,38,39,1,1,0.1269677536897973,0.08733784853362181
ieee69,4,39,39,40,1,1,0.10415917518264983,0.07118177209106236
ieee69,4,40,40,41,1,1,0.08135059667549349,0.05502569564849402
ieee69,4,41,41,42,1,1,0.08021016775013656,0.05407533821069954
ieee69,4,42,42,43,1,1,0.08021016775013656,0.05407533821069954
ieee69,4,43,43,44,1,1,0.07450802312335192,0.049988801228169066
ieee69,4,44,44,45,1,1,0.07450802312335192,0.049988801228169066
ieee69,4,45,45,46,1,1,0.0372540115616804,0.024994400614080092
ieee69,4,46,4,47,1,1,1.5529333127747869,1.487689533128771
ieee69,4,47,47,48,1,1,1.5529333127747869,1.487689533128771
ieee69,4,48,48,49,1,1,1.4778550751887565,1.4340893736369775
ieee69,4,49,49,50,1,1,1.3365067719895762,1.1732162569614601
ieee69,4,50,8,51,1,1,0.04191076300688934,0.029461080571735465
ieee69,4,51,51,52,1,1,0.0034212867760707866,0.002565965082057531
ieee69,4,52,9,53,1,1,0.05198455184753925,0.03772919028057764
ieee69,4,53,53,54,1,1,0.047898014865008776,0.034402939248279196
ieee69,4,54,54,55,1,1,0.02280857850714746,0.0163461479301219
ieee69,4,55,55,56,1,1,0.0,0.0
ieee69,4,56,56,57,1,1,0.0,0.0
ieee69,4,57,57,58,1,1,0.0,0.0
ieee69,4,58,58,59,0,1,0.0,0.0
ieee69,4,59,59,60,1,1,0.9579904494988867,0.8439174047645004
ieee69,4,60,60,61,1,1,0.9579904494988867,0.8439174047645004
ieee69,4,61,61,62,0,1,0.0,0.0
ieee69,4,62,62,63,1,1,0.0,0.0
ieee69,4,63,63,64,1,1,0.0,0.0
ieee69,4,64,64,65,1,1,0.0,0.0
ieee69,4,65,11,66,1,1,0.03421286776072563,0.0247092933827453
ieee69,4,66,66,67,1,1,0.017106433880362815,0.01235464669137265
ieee69,4,67,12,68,1,1,0.053220016516677404,0.03801429751191243
ieee69,4,68,68,69,1,1,0.026610008258343143,0.019007148755960657
ieee69,4,69,11,43,0,1,0.0,0.0
ieee69,4,70,13,21,1,1,0.057865722977687994,0.09931235224987844
ieee69,4,71,15,46,0,1,0.0,0.0
ieee69,4,72,50,59,1,1,1.0530261932786722,0.9123431402859516
ieee69,4,73,27,65,1,1,0.0,0.0
ieee69,5,1,1,2,1,1,2.144817216598378,1.7336357327495566
ieee69,5,2,2,3,1,1,2.144817216598378,1.7336357327495566
ieee69,5,3,3,4,1,1,1.8789233429365026,1.5471933666272175
ieee69,5,4,4,5,1,1,1.1063559008882518,0.8971879172639863
ieee69,5,5,5,6,1,1,1.1063559008882518,0.8971879172639863
ieee69,5,6,6,7,1,1,1.1038610467867649,0.8950768868704184
ieee69,5,7,7,8,1,1,1.0650948522868031,0.8662901087763863
ieee69,5,8,8,9,1,1,0.9508113432534948,0.7847275708432999
ieee69,5,9,9,10,1,1,0.8695366731013454,0.7255227638965778
ieee69,5,10,10,11,1,1,0.8426690135469173,0.7072911377703583
ieee69,5,11,11,12,1,1,0.7038629983305,0.5825484326962194
ieee69,5,12,12,13,1,1,0.5109915851004931,0.44437189784487074
ieee69,5,13,13,14,1,1,0.13256887996271338,0.10180923852589174
ieee69,5,14,14,15,1,1,0.12489240580429772,0.09653166254198986
ieee69,5,15,15,16,1,1,0.12489240580429772,0.09653166254198986
ieee69,5,16,16,17,1,1,0.08123245902835308,0.06774488444795779
ieee69,5,17,17,18,1,1,0.02365890284028893,0.03416031000491593
ieee69,5,18,18,19,1,1,0.0009595592698019573,0.0005757355618829507
ieee69,5,19,19,20,1,1,0.0009595592698019573,0.0005757355618829507
ieee69,5,20,20,21,0,1,0.0,0.0
ieee69,5,21,21,22,1,1,0.36396083103554133,0.25956078248118075
ieee69,5,22,22,23,1,1,0.3588751669055945,0.2562023250368828
ieee69,5,23,23,24,1,1,0.3588751669055945,0.2562023250368828
ieee69,5,24,24,25,1,1,0.33200750735116635,0.2370111396408614
ieee69,5,25,25,26,1,1,0.33200750735116635,0.2370111396408614
ieee69,5,26,26,27,1,1,0.31857367757394783,0.2274155469428507
ieee69,5,27,3,28,1,1,0.08779967318679915,0.062563264391029
ieee69,5,28,28,29,1,1,0.06285113217196603,0.044715461972728576
ieee69,5,29,29,30,1,1,0.037902591157141785,0.026867659554428158
ieee69,5,30,30,31,1,1,0.037902591157141785,0.026867659554428158
ieee69,5,31,31,32,1,1,0.037902591157141785,0.026867659554428158
ieee69,5,32,32,33,1,1,0.037902591157141785,0.026867659554428158
ieee69,5,33,33,34,1,1,0.024468761379923265,0.017272066856417467
ieee69,5,34,34,35,1,1,0.005757355618802862,0.003838237079207829
ieee69,5,35,3,36,1,1,0.1780942004750763,0.123879101731319
ieee69,5,36,36,37,1,1,0.15314565946025205,0.10603129931301858
ieee69,5,37,37,38,1,1,0.12819711844541892,0.08818349689471816
ieee69,5,38,38,39,1,1,0.12819711844541892,0.08818349689471816
ieee69,5,39,39,40,1,1,0.1051676959701986,0.07187098930810265
ieee69,5,40,40,41,1,1,0.08213827349496938,0.05555848172147826
ieee69,5,41,41,42,1,1,0.08098680237121236,0.0545989224516763
ieee69,5,42,42,43,1,1,0.08098680237121236,0.0545989224516763
ieee69,5,43,43,44,1,1,0.07522944675240062,0.05047281759153144
ieee69,5,44,44,45,1,1,0.07522944675240062,0.05047281759153144
ieee69,5,45,45,46,1,1,0.03761472337620475,0.02523640879577016
ieee69,5,46,4,47,1,1,0.7725674420482598,0.6500054493632312
ieee69,5,47,47,48,1,1,0.7725674420482598,0.6500054493632312
ieee69,5,48,48,49,1,1,0.6967622597339762,0.5958863065464559
ieee69,5,49,49,50,1,1,0.36249402125908325,0.33248728698606733
ieee69,5,50,8,51,1,1,0.04231656379822368,0.02974633736383403
