case,scenario,bus,V_pu,v_squared,Pload_MW,Qload_Mvar,Pshed_MW,Qshed_Mvar,Pren_MW,Pbat_MW
ieee69,2,27,1.0,1.0,0.01594128403833941,0.011386631455956723,0.01594128403833941,0.011386631455956723,0.0,0.0
ieee69,2,28,0.9999482577519978,0.9998965181812559,0.029605241785487475,0.021179134508079504,0.0,0.0,0.0,0.0
ieee69,2,29,0.9998666567928118,0.9997333313660345,0.029605241785487475,0.021179134508079504,0.0,0.0,0.0,0.0
ieee69,2,30,0.9997288382282836,0.9994577499852736,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,31,0.9997045165033412,0.9994091203171793,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,32,0.9995828990017327,0.9991659719767082,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,33,0.9992912744008084,0.9985830510935918,0.01594128403833941,0.011386631455956723,0.0,0.0,0.0,0.0
ieee69,2,34,0.9989093047116506,0.9978197990395132,0.022203931339115603,0.01594128403833941,0.0,0.0,0.0,0.0
ieee69,2,35,0.9988325387478003,0.997666440461376,0.006831978873574033,0.004554652582382689,0.0,0.0,0.0,0.0
ieee69,2,36,0.9999516410400985,0.999903284418786,0.029605241785487475,0.021179134508079504,0.0,0.0,0.0,0.0
ieee69,2,37,0.9999191369869388,0.9998382805127044,0.029605241785487475,0.021179134508079504,0.0,0.0,0.0,0.0
ieee69,2,38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,39,1.0,1.0,0.027327915494296133,0.019357273475126426,0.027327915494296133,0.019357273475126426,0.0,0.0
ieee69,2,40,1.0,1.0,0.027327915494296133,0.019357273475126426,0.027327915494296133,0.019357273475126426,0.0,0.0
ieee69,2,41,1.0,1.0,0.0013663957747148065,0.0011386631455956723,0.0013663957747148065,0.0011386631455956723,0.0,0.0
ieee69,2,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,43,1.0,1.0,0.006831978873574033,0.0048962515260613905,0.006831978873574033,0.0048962515260613905,0.0,0.0
ieee69,2,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,45,1.0,1.0,0.044635595307350354,0.029946840729166178,0.044635595307350354,0.029946840729166178,0.0,0.0
ieee69,2,46,1.0,1.0,0.044635595307350354,0.029946840729166178,0.044635595307350354,0.029946840729166178,0.0,0.0
ieee69,2,47,0.9997703583500264,0.9995407694353401,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,48,0.9966789500673979,0.9933689295074506,0.08995438850205811,0.06422060141159591,0.0,0.0,0.0,0.0
ieee69,2,49,0.986534226121987,0.9732497793101078,0.43804371211065507,0.31256303346601205,0.0,0.0,0.14549741020192736,0.0
ieee69,2,50,0.9841890799267552,0.9686281450470728,0.43804371211065507,0.31256303346601205,0.0,0.0,0.0,0.054693854475289475
ieee69,2,51,0.9975712517929479,0.995148402403749,0.04611585739662472,0.03222416702035752,0.0,0.0,0.0,0.0
ieee69,2,52,0.9975605503780326,0.9951270516705233,0.0040991873241444194,0.003074390493108315,0.0,0.0,0.0,0.0
ieee69,2,53,0.997464006552563,0.9949344443678914,0.0048962515260613905,0.003985321009584853,0.0,0.0,0.0,0.0
ieee69,2,54,0.9973644701981766,0.9947358864136895,0.030060707043725744,0.02163459976631777,0.0,0.0,0.0,0.0
ieee69,2,55,0.9972981537457064,0.9946036074645948,0.027327915494296133,0.019585006104245562,0.0,0.0,0.0,0.0
ieee69,2,56,0.9972981537457064,0.9946036074645948,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,57,0.9972981537457064,0.9946036074645948,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,58,0.9972981537457064,0.9946036074645948,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,59,0.9579718494559356,0.9177100643500258,0.11386631455956722,0.08198374648288839,0.0,0.0,0.0,0.0
ieee69,2,60,0.9547800561341723,0.9116049555915732,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,61,0.95,0.9025,1.416496953121016,1.011132873288957,0.2554231876402893,0.18232780596830944,0.14549741020192736,0.0
ieee69,2,62,1.0,1.0,0.03643722065906151,0.02618925234870046,0.03643722065906151,0.02618925234870046,0.0,0.0
ieee69,2,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,2,64,1.0,1.0,0.2584765340502176,0.1844634295864989,0.2584765340502176,0.1844634295864989,0.0,0.0
ieee69,2,65,1.0,1.0,0.06718112559014466,0.04782385211501824,0.06718112559014466,0.04782385211501824,0.0,0.0
ieee69,2,66,1.0,1.0,0.020495936620722098,0.014802620892743737,0.020495936620722098,0.014802620892743737,0.0,0.0
ieee69,2,67,1.0,1.0,0.020495936620722098,0.014802620892743737,0.020495936620722098,0.014802620892743737,0.0,0.0
ieee69,2,68,1.0,1.0,0.03188256807667882,0.022773262911913447,0.03188256807667882,0.022773262911913447,0.0,0.0
ieee69,2,69,1.0,1.0,0.03188256807667882,0.022773262911913447,0.03188256807667882,0.022773262911913447,0.0,0.0
ieee69,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,2,0.9999735416841435,0.9999470840683297,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,3,0.9999470826682076,0.9998941681366593,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,4,0.9998941058821855,0.9997882229779352,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,5,0.9998221049620817,0.9996442415708078,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,6,0.9990433972508086,0.9980877095904369,0.0023592585520822345,0.0019962956979157373,0.0,0.0,0.0,0.0
ieee69,3,7,0.9982401019935452,0.9964833012280836,0.03665924827081627,0.027222214062487326,0.0,0.0,0.0,0.0
ieee69,3,8,0.9980747074490521,0.996153121649511,0.06805553515621832,0.048999985312477186,0.0,0.0,0.0,0.0
ieee69,3,9,0.9980316997175365,0.996067273641075,0.027222214062487326,0.01996295697915737,0.0,0.0,0.0,0.0
ieee69,3,10,0.9978724240241151,0.9957493746277635,0.025407399791654836,0.017240735572908637,0.0,0.0,0.0,0.0
ieee69,3,11,0.9837835893283372,0.9678301506317465,0.13157403463535539,0.0943703420832894,0.0,0.0,0.17015814686575575,0.0
ieee69,3,12,0.9804883630893882,0.961357430153708,0.13157403463535539,0.0943703420832894,0.0,0.0,0.0,0.0
ieee69,3,13,0.9771832885843794,0.9548871794885825,0.007259257083329953,0.0049907392447893426,0.0,0.0,0.0,0.0
ieee69,3,14,0.9770530379537898,0.9546326389747298,0.007259257083329953,0.0049907392447893426,0.0,0.0,0.0,0.0
ieee69,3,15,0.9769781164463882,0.9544862400151324,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,16,0.9769641724346034,0.9544589942208296,0.04128702466143912,0.027222214062487326,0.0,0.0,0.0,0.0
ieee69,3,17,0.977057846364309,0.9546420351420618,0.05444442812497465,0.03175924973956855,0.0,0.0,0.0,0.0
ieee69,3,18,0.9770609619936079,0.9546481234518746,0.05444442812497465,0.03175924973956855,0.0,0.0,0.17015814686575575,0.0
ieee69,3,19,0.9770586872010786,0.9546436782350952,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,20,0.9770572269921707,0.9546408248176302,0.0009074071354162441,0.0005444442812497465,0.0,0.0,0.0,0.0
ieee69,3,21,0.9749837379020616,0.9505932891734761,0.10344441343745184,0.07349997796871578,0.0,0.0,0.0,0.07837170141178136
ieee69,3,22,0.974945676441346,0.9505190720116737,0.004809257817706094,0.0031759249739568545,0.0,0.0,0.0,0.0
ieee69,3,23,0.9745184894460447,0.9496862862722008,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,24,0.973588003012092,0.9478735996090732,0.025407399791654836,0.018148142708324884,0.0,0.0,0.0,0.0
ieee69,3,25,0.971724113030828,0.9442477518455493,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,26,0.9709541666872508,0.9427519938073335,0.012703699895827418,0.009074071354162442,0.0,0.0,0.0,0.0
ieee69,3,27,0.9705397410524995,0.9419473889622527,0.012703699895827418,0.009074071354162442,0.0,0.0,0.0,0.0
ieee69,3,28,0.9999408163481013,0.9998816361989071,0.02359258552082235,0.01687777271874214,0.0,0.0,0.0,0.0
ieee69,3,29,0.9998757881346767,0.9997515916979408,0.02359258552082235,0.01687777271874214,0.0,0.0,0.0,0.0
ieee69,3,30,0.99976596227747,0.9995319793285956,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,31,0.9997465809241721,0.9994932260695722,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,32,0.9996496685211552,0.9992994597744554,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,33,0.9994172936306849,0.9988349268080826,0.012703699895827418,0.009074071354162442,0.0,0.0,0.0,0.0
ieee69,3,34,0.9991129500242538,0.9982266869061671,0.01769443914061676,0.012703699895827418,0.0,0.0,0.0,0.0
ieee69,3,35,0.9990517877383628,0.9981044745832187,0.005444442812497465,0.0036296285416649765,0.0,0.0,0.0,0.0
ieee69,3,36,0.9998746327535943,0.9997492812241352,0.02359258552082235,0.01687777271874214,0.0,0.0,0.0,0.0
ieee69,3,37,0.9988490540996906,0.9976994328758466,0.02359258552082235,0.01687777271874214,0.0,0.0,0.0,0.0
ieee69,3,38,0.9978348917557706,0.9956744712052504,0.0,0.0,0.0,0.0,0.0,0.0
ieee69,3,39,0.9975419592614833,0.9950899604872387,0.02177777124998986,0.015425921302076153,0.0,0.0,0.0,0.0
ieee69,3,40,0.9975250689672224,0.9950562632180618,0.02177777124998986,0.015425921302076153,0.0,0.0,0.0,0.0
