seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
303,5,484.90428573277416,7-10-27-32-34,484.90428573277416,7-10-27-32-34,1076
303,6,478.4266947385239,6-8-32-34-37,478.4266947385239,6-8-32-34-37,1087
303,7,474.57076079293927,6-9-32-34-37,474.57076079293927,6-9-32-34-37,1104
303,8,474.57076079293927,6-9-32-34-37,474.57076079293927,6-9-32-34-37,1118
303,9,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1128
303,10,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1138
303,11,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1148
303,12,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1159
303,13,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1170
303,14,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1179
303,15,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1191
303,16,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1210
303,17,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1223
303,18,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1233
404,0,506.0749176905581,7-11-13-32-37,506.0749176905581,7-11-13-32-37,1314
404,1,506.0749176905581,7-11-13-32-37,506.0749176905581,7-11-13-32-37,1334
404,2,506.0749176905581,7-11-13-32-37,506.0749176905581,7-11-13-32-37,1351
404,3,478.4266947385239,6-8-32-34-37,478.4266947385239,6-8-32-34-37,1369
404,4,478.4266947385239,6-8-32-34-37,478.4266947385239,6-8-32-34-37,1380
404,5,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1390
404,6,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1402
404,7,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1412
404,8,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1418
404,9,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1423
404,10,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1430
404,11,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1438
404,12,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1445
404,13,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1453
404,14,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1458
404,15,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1466
404,16,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1474
404,17,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1481
404,18,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1485
505,0,553.1188944613983,7-10-30-34-37,553.1188944613983,7-10-30-34-37,1562
505,1,507.3431993207631,7-11-14-27-32,507.3431993207631,7-11-14-27-32,1580
505,2,498.59544647043595,7-11-14-32-37,498.59544647043595,7-11-14-32-37,1599
505,3,484.90428573277416,7-10-27-32-34,484.90428573277416,7-10-27-32-34,1613
505,4,484.90428573277416,7-10-27-32-34,484.90428573277416,7-10-27-32-34,1626
505,5,477.7850980979943,7-9-32-34-37,477.7850980979943,7-9-32-34-37,1638
505,6,477.7850980979943,7-9-32-34-37,477.7850980979943,7-9-32-34-37,1649
505,7,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1658
505,8,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1670
505,9,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1679
505,10,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1689
505,11,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1700
505,12,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1713
505,13,476.1209934009951,7-10-32-34-37,476.1209934009951,7-10-32-34-37,1721
505,14,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1731
505,15,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1743
505,16,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1748
505,17,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1755
505,18,471.6223054652521,6-10-32-34-37,471.6223054652521,6-10-32-34-37,1762
