case,scenario,branch_id,from_bus,to_bus,closed,available,P_MW,Q_Mvar
ieee33,4,19,19,20,1,1,0.955654007859934,0.6367394833245665
ieee33,4,20,20,21,1,1,0.8701218384581288,0.5987251858126541
ieee33,4,21,21,22,1,1,0.2904038014014265,0.3326251032292493
ieee33,4,22,3,23,1,1,0.6647155173868935,0.42766084700903484
ieee33,4,23,23,24,1,1,0.5791833479850883,0.3801429751191421
ieee33,4,24,24,25,1,1,0.39915012387510274,0.19007148755957104
ieee33,4,25,6,26,1,1,0.5981904967410401,0.86482526839605
ieee33,4,26,26,27,1,1,0.5411690504731759,0.8410663324511081
ieee33,4,27,27,28,1,1,0.4841476042053028,0.8173073965061572
ieee33,4,28,28,29,1,1,0.4271261579374297,0.7983002477502055
ieee33,4,29,29,30,1,1,0.3130832654016835,0.731775227104352
ieee33,4,30,30,31,1,1,0.34212867760722965,0.16156076442563894
ieee33,4,31,31,32,1,1,0.19957506193755137,0.09503574377978552
ieee33,4,32,32,33,0,1,0.0,0.0
ieee33,4,33,21,8,1,1,0.49418586765488826,0.22808578507148347
ieee33,4,34,9,15,0,1,0.0,0.0
ieee33,4,35,12,22,1,1,-0.20487163199962133,-0.2946108057173369
ieee33,4,36,18,33,1,1,-0.02321919997259947,0.03801429751191243
ieee33,4,37,25,29,0,1,0.0,0.0
ieee33,5,1,1,2,1,1,2.436808102082173,1.3337873850234594
ieee33,5,2,2,3,1,1,1.1408940790317867,0.594926747276654
ieee33,5,3,3,4,1,1,0.19621892429348087,0.12474270507413898
ieee33,5,4,4,5,1,1,0.08107181191736146,0.047977963490053455
ieee33,5,5,5,6,1,1,0.023498255729297313,0.019191185396021382
ieee33,5,6,6,7,0,1,0.0,0.0
ieee33,5,7,7,8,1,1,-0.19191185396021382,-0.09595592698010691
ieee33,5,8,8,9,1,1,0.11514711237612829,0.038382370792042764
ieee33,5,9,9,10,1,1,0.057573556188064146,0.019191185396021382
ieee33,5,10,10,11,0,1,0.0,0.0
ieee33,5,11,11,12,1,1,-0.04318016714104367,-0.028786778094032073
ieee33,5,12,12,13,1,1,0.2547922153162485,0.2350920211012575
ieee33,5,13,13,14,1,1,0.19721865912818437,0.2015074466582245
ieee33,5,14,14,15,1,1,0.11614684721082291,0.12474270507413898
ieee33,5,15,15,16,1,1,0.05857329102275877,0.11514711237612829
ieee33,5,16,16,17,1,1,0.0009997348347035029,0.09595592698010691
ieee33,5,17,17,18,1,1,-0.05657382135336064,0.07676474158408553
ieee33,5,18,2,19,1,1,1.1999580960702794,0.6812870815587502
ieee33,5,19,19,20,1,1,1.1135977617881831,0.6429047107667074
ieee33,5,20,20,21,1,1,1.0272374275060958,0.6045223399746646
ieee33,5,21,21,22,1,1,0.44190627292745255,0.3358457444303653
ieee33,5,22,3,23,1,1,0.8583148204562097,0.4318016714104722
ieee33,5,23,23,24,1,1,0.7719544861741134,0.38382370792041876
ieee33,5,24,24,25,1,1,0.40301489331644014,0.19191185396021382
ieee33,5,25,6,26,1,0,0.0,0.0
ieee33,5,26,26,27,1,1,0.0,0.0
ieee33,5,27,27,28,1,1,0.0,0.0
ieee33,5,28,28,29,1,1,0.0,0.0
ieee33,5,29,29,30,1,1,0.0,0.0
ieee33,5,30,30,31,1,1,0.0,0.0
ieee33,5,31,31,32,1,1,0.0,0.0
ieee33,5,32,32,33,0,1,0.0,0.0
ieee33,5,33,21,8,1,1,0.49897082029654705,0.23029422475225658
ieee33,5,34,9,15,0,1,0.0,0.0
ieee33,5,35,12,22,1,1,-0.35554593864535633,-0.29746337363832254
ieee33,5,36,18,33,1,1,-0.0426802997237008,0.038382370792042764
ieee33,5,37,25,29,0,1,0.0,0.0
ieee33,6,1,1,2,1,1,1.9620460503918746,1.2236672458749265
ieee33,6,2,2,3,1,1,0.8779379683557043,0.5359126624269717
ieee33,6,3,3,4,1,1,0.16077379872808883,0.09825065477827799
ieee33,6,4,4,5,1,1,0.05359126624269628,0.02679563312135258
ieee33,6,5,5,6,1,0,0.0,0.0
ieee33,6,6,6,7,0,1,0.0,0.0
ieee33,6,7,7,8,1,1,-0.17863755414232685,-0.08931877707116342
ieee33,6,8,8,9,1,1,0.10718253248539256,0.035727510828467146
ieee33,6,9,9,10,1,1,0.05359126624269628,0.017863755414229132
ieee33,6,10,10,11,0,1,0.0,0.0
ieee33,6,11,11,12,1,1,-0.04019344968201999,-0.02679563312135258
ieee33,6,12,12,13,1,1,0.114999350814049,0.21883100382434684
ieee33,6,13,13,14,1,1,0.06140808457135272,0.18756943184944141
ieee33,6,14,14,15,1,1,0.14811290858419923,0.11611441019250712
ieee33,6,15,15,16,1,1,0.09452164234150295,0.10718253248539256
ieee33,6,16,16,17,1,1,0.040930376098806676,0.08931877707116342
ieee33,6,17,17,18,1,1,-0.012660890143889603,0.07145502165693429
ieee33,6,18,2,19,1,1,0.994789304965007,0.6341633172052497
ieee33,6,19,19,20,1,1,0.9144024056009581,0.5984358063767914
ieee33,6,20,20,21,1,1,0.8340155062369092,0.5627082955483242
ieee33,6,21,21,22,1,1,0.289170966102823,0.312615719749072
ieee33,6,22,3,23,1,1,0.6367772702635666,0.4019344968202354
ieee33,6,23,23,24,1,1,0.5563903708995266,0.3572751082846537
ieee33,6,24,24,25,1,1,0.37513886369888283,0.17863755414232685
ieee33,6,25,6,26,1,1,0.0,0.0
ieee33,6,26,26,27,1,1,0.0,0.0
ieee33,6,27,27,28,1,1,0.0,0.0
ieee33,6,28,28,29,1,1,0.0,0.0
ieee33,6,29,29,30,1,1,0.0,0.0
ieee33,6,30,30,31,1,1,0.0,0.0
ieee33,6,31,31,32,1,1,0.0,0.0
ieee33,6,32,32,33,0,1,0.0,0.0
ieee33,6,33,21,8,1,1,0.46445764077004625,0.214365064970794
ieee33,6,34,9,15,0,1,0.0,0.0
ieee33,6,35,12,22,1,1,-0.20878406673877414,-0.27688820892060484
ieee33,6,36,18,33,1,1,-0.01972826163261665,0.035727510828467146
ieee33,6,37,25,29,0,1,0.0,0.0
ieee33,7,1,1,2,1,1,2.090559888546162,1.8384281873199804
ieee33,7,2,2,3,1,1,1.021191010933169,1.1738320820446813
ieee33,7,3,3,4,1,1,0.3067788831078744,0.7509072877785794
ieee33,7,4,4,5,1,1,0.2032054641039327,0.6818583417759516
ieee33,7,5,5,6,1,1,0.15141875460195742,0.6559649870249729
ieee33,7,6,6,7,0,1,0.0,0.0
ieee33,7,7,7,8,1,1,-0.17262236500656947,-0.08631118250328917
ieee33,7,8,8,9,1,1,0.10357341900394168,0.03452447300131389
ieee33,7,9,9,10,1,1,0.05178670950197528,0.017262236500661388
ieee33,7,10,10,11,0,1,0.0,0.0
ieee33,7,11,11,12,1,1,-0.03884003212648146,-0.02589335475098764
ieee33,7,12,12,13,1,1,0.13289254745235013,0.21146239713305093
ieee33,7,13,13,14,1,1,0.08110583795037485,0.18125348325689572
ieee33,7,14,14,15,1,1,0.14349435265465615,0.11220453725426793
ieee33,7,15,15,16,1,1,0.09170764315268087,0.10357341900394168
ieee33,7,16,16,17,1,1,0.039920933650714474,0.08631118250328917
ieee33,7,17,17,18,1,1,-0.011865775851260807,0.06904894600262779
ieee33,7,18,2,19,1,1,0.9830576951097125,0.6128093957733238
ieee33,7,19,19,20,1,1,0.9053776308567496,0.5782849227720099
ieee33,7,20,20,21,1,1,0.8276975666037956,0.543760449770696
ieee33,7,21,21,22,1,1,0.30119935333375203,0.3020891387614988
ieee33,7,22,3,23,1,1,0.6367320635723317,0.38840032126478796
ieee33,7,23,23,24,1,1,0.5590519993193777,0.34524473001313893
ieee33,7,24,24,25,1,1,0.3625069665138003,0.17262236500656947
ieee33,7,25,6,26,1,1,0.2655939788082051,0.6387027505243115
ieee33,7,26,26,27,1,1,0.21380726930623872,0.6171249548984914
ieee33,7,27,27,28,1,1,0.16202055980426344,0.5955471592726713
ieee33,7,28,28,29,1,1,0.11023385030229704,0.5782849227720099
ieee33,7,29,29,30,1,1,0.006660431298355363,0.5178670950197084
ieee33,7,30,30,31,1,0,0.0,0.0
ieee33,7,31,31,32,1,1,0.0,0.0
ieee33,7,32,32,33,0,1,0.0,0.0
ieee33,7,33,21,8,1,1,0.4488181490170806,0.20714683800788336
ieee33,7,34,9,15,0,1,0.0,0.0
ieee33,7,35,12,22,1,1,-0.223519289080798,-0.2675646657601849
ieee33,7,36,18,33,1,1,-0.018879565301119783,0.03452447300131389
ieee33,7,37,25,29,0,1,0.0,0.0
ieee33,8,1,1,2,1,1,1.9199826159742983,1.2588933918776402
ieee33,8,2,2,3,1,1,0.7559012612102745,0.48956965239685957
ieee33,8,3,3,4,1,0,0.0,0.0
ieee33,8,4,4,5,1,1,0.0,0.0
ieee33,8,5,5,6,1,1,0.0,0.0
ieee33,8,6,6,7,0,1,0.0,0.0
ieee33,8,7,7,8,1,1,-0.19982434791709025,-0.09991217395854513
ieee33,8,8,8,9,1,1,0.1198946087502506,0.039964869583419826
ieee33,8,9,9,10,1,1,0.0599473043751253,0.019982434791705472
ieee33,8,10,10,11,0,1,0.0,0.0
ieee33,8,11,11,12,1,1,-0.044960478281348415,-0.02997365218756265
ieee33,8,12,12,13,1,1,0.08003426731382213,0.24478482619842978
ieee33,8,13,13,14,1,1,0.02008696293869683,0.20981556531293855
ieee33,8,14,14,15,1,1,0.16339526735531074,0.12988582614610777
ieee33,8,15,15,16,1,1,0.10344796298018544,0.1198946087502506
ieee33,8,16,16,17,1,1,0.04350065860506014,0.09991217395854513
ieee33,8,17,17,18,1,1,-0.01644664577006516,0.07992973916683077
ieee33,8,18,2,19,1,1,1.0641691808054787,0.7093764351056553
ieee33,8,19,19,20,1,1,0.9742482242427819,0.6694115655222355
ieee33,8,20,20,21,1,1,0.884327267680094,0.6294466959388245
ieee33,8,21,21,22,1,1,0.2748630065329838,0.3496926088549035
ieee33,8,22,3,23,1,1,0.6659803046475865,0.44960478281343974
ieee33,8,23,23,24,1,1,0.5760593480848986,0.3996486958341716
ieee33,8,24,24,25,1,1,0.4196311306258771,0.19982434791709025
ieee33,8,25,6,26,1,1,0.0,0.0
ieee33,8,26,26,27,1,1,0.0,0.0
ieee33,8,27,27,28,1,1,0.0,0.0
ieee33,8,28,28,29,1,1,0.0,0.0
ieee33,8,29,29,30,1,1,0.0,0.0
ieee33,8,30,30,31,1,1,0.0,0.0
ieee33,8,31,31,32,1,1,0.0,0.0
ieee33,8,32,32,33,0,1,0.0,0.0
ieee33,8,33,21,8,1,1,0.5195433045844222,0.2397892175005012
ieee33,8,34,9,15,0,1,0.0,0.0
ieee33,8,35,12,22,1,1,-0.18494204997029584,-0.30972773927148367
ieee33,8,36,18,33,1,1,-0.023210148978813905,0.039964869583419826
ieee33,8,37,25,29,0,1,0.0,0.0
ieee33,9,1,1,2,1,1,2.785452711854415,2.18151814914342
ieee33,9,2,2,3,1,1,1.3695584203951494,1.3792209001466826
ieee33,9,3,3,4,1,1,0.8728864744594489,1.06954481782096
ieee33,9,4,4,5,1,1,0.7447446472901831,0.9841169330414523
ieee33,9,5,5,6,1,1,0.6806737337055591,0.9520814762491359
ieee33,9,6,6,7,0,1,0.0,0.0
ieee33,9,7,7,8,1,1,-0.2135697119487734,-0.10678485597439114
ieee33,9,8,8,9,1,1,0.1281418271692658,0.04271394238975823
ieee33,9,9,9,10,1,1,0.0640709135846329,0.021356971194874674
ieee33,9,10,10,11,0,1,0.0,0.0
ieee33,9,11,11,12,1,1,-0.04805318518847024,-0.03203545679231645
ieee33,9,12,12,13,1,1,0.25727860413716996,0.2416767551312038
ieee33,9,13,13,14,1,1,0.19320769055253706,0.20430205554016645
ieee33,9,14,14,15,1,1,0.20910305329389978,0.11887417076065887
ieee33,9,15,15,16,1,1,0.14503213970926687,0.10819568516321709
ieee33,9,16,16,17,1,1,0.08096122612463397,0.08683871396834242
ieee33,9,17,17,18,1,1,0.016890312540001062,0.06548174277346774
ieee33,9,18,2,19,1,1,1.3091094354848831,0.7382263354121044
ieee33,9,19,19,20,1,1,1.2130030651079338,0.6955123930223461
ieee33,9,20,20,21,1,1,1.1168966947309844,0.6527984506325968
ieee33,9,21,21,22,1,1,0.46550907328722246,0.35380085390430693
ieee33,9,22,3,23,1,1,0.40056557555875116,0.2669621399359645
ieee33,9,23,23,24,1,1,0.3044592051818018,0.2135697119487734
ieee33,9,24,24,25,1,0,0.0,0.0
ieee33,9,25,6,26,1,1,0.7606400100315458,0.9307245050542612
ieee33,9,26,26,27,1,1,0.6965690964469129,0.9040282910606567
ieee33,9,27,27,28,1,1,0.63249818286228,0.8773320770670612
ieee33,9,28,28,29,1,1,0.568427269277656,0.8559751058721865
ieee33,9,29,29,30,1,1,0.44028544210839016,0.7812257066901118
ieee33,9,30,30,31,1,1,0.38442548150779743,0.18153425515645694
ieee33,9,31,31,32,1,1,0.22424819754621517,0.10678485597439114
ieee33,9,32,32,33,0,1,0.0,0.0
ieee33,9,33,21,8,1,1,0.5552812510668126,0.2562836543385316
ieee33,9,34,9,15,0,1,0.0,0.0
ieee33,9,35,12,22,1,1,-0.3694027029102731,-0.3110869115145576
ieee33,9,36,18,33,1,1,-0.022532178630694233,0.022767800383709513
ieee33,9,37,25,29,0,1,0.0,0.0
ieee33,10,1,1,2,1,1,3.1656372261956456,2.0627887331323436
ieee33,10,2,2,3,1,1,1.9001976815639132,1.3752545606848798
ieee33,10,3,3,4,1,1,0.9638188503844258,0.9131821955496644
ieee33,10,4,4,5,1,1,0.8506582711676369,0.8377418094051414
ieee33,10,5,5,6,1,1,0.7940779815592514,0.8094516646009442
ieee33,10,6,6,7,0,1,0.0,0.0
ieee33,10,7,7,8,1,1,-0.18860096536131188,-0.0943004826806515
ieee33,10,8,8,9,1,0,0.0,0.0
ieee33,10,9,9,10,1,1,0.0,0.0
ieee33,10,10,10,11,0,1,0.0,0.0
ieee33,10,11,11,12,1,1,-0.0424352172062914,-0.028290144804197226
ieee33,10,12,12,13,1,1,0.3554398867634134,0.23017683144629153
ieee33,10,13,13,14,1,1,0.298859597155019,0.19717166250805995
ieee33,10,14,14,15,1,1,0.21118511010143948,0.12173127636353698
ieee33,10,15,15,16,1,1,0.15460482049304503,0.11230122809546828
ieee33,10,16,16,17,1,1,0.09802453088465057,0.09344113155933975
ieee33,10,17,17,18,1,1,0.04144424127625612,0.07458103502321123
ieee33,10,18,2,19,1,1,1.1711390619510809,0.6309538828390693
ieee33,10,19,19,20,1,1,1.086268627538498,0.5932336897668122
ieee33,10,20,20,21,1,1,1.0013981931259064,0.5555134966945463
ieee33,10,21,21,22,1,1,0.539325827990691,0.3291923382609774
ieee33,10,22,3,23,1,1,0.8515083967668957,0.4243521720629495
ieee33,10,23,23,24,1,1,0.766637962354304,0.37720193072262376
ieee33,10,24,24,25,1,1,0.3960620272587523,0.18860096536131188
ieee33,10,25,6,26,1,1,0.7629837841140574,0.7905915680648157
ieee33,10,26,26,27,1,1,0.706403494505663,0.7670164473946528
ieee33,10,27,27,28,1,1,0.6498232048972685,0.7434413267244899
ieee33,10,28,28,29,1,1,0.5932429152888741,0.7245812301883614
ieee33,10,29,29,30,1,1,0.48008233607208517,0.6585708923118982
ieee33,10,30,30,31,1,1,0.33948173765035783,0.16031082055711465
ieee33,10,31,31,32,1,1,0.1980310136293717,0.0943004826806515
ieee33,10,32,32,33,0,1,0.0,0.0
ieee33,10,33,21,8,1,1,0.37720193072262376,0.18860096536131188
ieee33,10,34,9,15,0,1,0.0,0.0
ieee33,10,35,12,22,1,1,-0.45445539357810816,-0.29147214518871145
ieee33,10,36,18,33,1,1,0.005932534895043418,0.0368608419509453
ieee33,10,37,25,29,0,1,0.0,0.0
ieee33,11,1,1,2,1,1,2.150000470276243,1.8865908114294516
ieee33,11,2,2,3,1,1,0.907128680216509,1.1220250615343552
ieee33,11,3,3,4,1,1,0.7283990243968752,1.0326602336245383
ieee33,11,4,4,5,1,1,0.6092459205171252,0.9532248310380353
ieee33,11,5,5,6,1,1,0.5496693685772502,0.9234365550681023
ieee33,11,6,6,7,0,1,0.0,0.0
ieee33,11,7,7,8,1,1,-0.1985885064662618,-0.0992942532331309
ieee33,11,8,8,9,1,1,0.11915310387975886,0.039717701293255914
ieee33,11,9,9,10,1,1,0.05957655193987499,0.019858850646627957
ieee33,11,10,10,11,0,1,0.0,0.0
ieee33,11,11,11,12,1,1,-0.04468241395490402,-0.029788275969941935
ieee33,11,12,12,13,1,1,0.16552914248029182,0.24327092042116583
ieee33,11,13,13,14,1,1,0.10595259054041684,0.2085179317895669
ieee33,11,14,14,15,1,1,0.16871836724442701,0.12908252920306396
ieee33,11,15,15,16,1,1,0.10914181530455203,0.11915310387975886
ieee33,11,16,16,17,1,1,0.04956526336467704,0.0992942532331309
ieee33,11,17,17,18,1,1,-0.010011288575206834,0.07943540258650295
ieee33,11,18,2,19,1,1,1.1435775368266121,0.7049891979552125
ieee33,11,19,19,20,1,1,1.0542127089167952,0.6652714966619655
ieee33,11,20,20,21,1,1,0.9648478810069783,0.6255537953687096
