case,scenario,bus,V_pu,v_squared,Pload_MW,Qload_Mvar,Pshed_MW,Qshed_Mvar,Pren_MW,Pbat_MW
ieee33,1,21,0.9724445604007366,0.9456484230529817,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,22,0.968178669265438,0.9373699356205945,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,23,0.9861972047195443,0.9725849265966429,0.09953106448815771,0.055295035826754296,0.0,0.0,0.0,0.0
ieee33,1,24,0.9796871449071508,0.9597869018963248,0.46447830094473597,0.22118014330701719,0.0,0.0,0.1361638796276213,0.0
ieee33,1,25,0.9760423432662406,0.952658655848654,0.46447830094473597,0.22118014330701719,0.0,0.0,0.0,0.0
ieee33,1,26,0.9761274828316594,0.9528248627392716,0.06635404299210515,0.027647517913377148,0.0,0.0,0.0,0.0
ieee33,1,27,0.9743850701258224,0.9494262648841039,0.06635404299210515,0.027647517913377148,0.0,0.0,0.0,0.0
ieee33,1,28,0.9662750529072509,0.9336874778709104,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,29,0.9605640809017517,0.9226833535186271,0.1327080859842103,0.07741305015745602,0.0,0.0,0.0,0.0
ieee33,1,30,0.9584906602849776,0.9187043458535324,0.22118014330701719,0.6635404299210514,0.0,0.0,0.1361638796276213,0.0
ieee33,1,31,0.9569519749259093,0.9157570823145983,0.16588510748026286,0.07741305015745602,0.0,0.0,0.0,0.0
ieee33,1,32,1.0,1.0,0.23223915047236798,0.11059007165350859,0.23223915047236798,0.11059007165350859,0.0,0.0
ieee33,1,33,0.9501208557163251,0.9027296404671219,0.06635404299210515,0.04423602866140343,0.051909436640323395,0.03460629109354893,0.0,0.06088010757187182
ieee33,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,2,2,0.9983537444881162,0.9967101991334427,0.11386631455956722,0.06831978873574034,0.0,0.0,0.0,0.0
ieee33,2,3,0.9899688088940398,0.980038242583084,0.1024796831036105,0.04554652582382689,0.0,0.0,0.0,0.0
ieee33,2,4,0.9867189608221695,0.9736143076459821,0.13663957747148067,0.09109305164765379,0.0,0.0,0.0,0.0
ieee33,2,5,0.9837660562832663,0.9677956534951306,0.06831978873574034,0.03415989436787017,0.0,0.0,0.0,0.0
ieee33,2,6,0.9762397047600022,0.9530439611498963,0.06831978873574034,0.022773262911913447,0.0,0.0,0.14216429838777525,0.0
ieee33,2,7,1.0,1.0,0.22773262911913444,0.11386631455956722,0.22773262911913444,0.11386631455956722,0.0,0.0
ieee33,2,8,1.0,1.0,0.22773262911913444,0.11386631455956722,0.22773262911913444,0.11386631455956722,0.0,0.0
ieee33,2,9,1.0,1.0,0.06831978873574034,0.022773262911913447,0.06831978873574034,0.022773262911913447,0.0,0.0
ieee33,2,10,1.0,1.0,0.06831978873574034,0.022773262911913447,0.06831978873574034,0.022773262911913447,0.0,0.0
ieee33,2,11,1.0,1.0,0.05123984155180525,0.03415989436787017,0.05123984155180525,0.03415989436787017,0.0,0.0
ieee33,2,12,1.0,1.0,0.06831978873574034,0.03985321009584853,0.06831978873574034,0.03985321009584853,0.0,0.0
ieee33,2,13,1.0,1.0,0.06831978873574034,0.03985321009584853,0.06831978873574034,0.03985321009584853,0.0,0.0
ieee33,2,14,1.0,1.0,0.13663957747148067,0.09109305164765379,0.13663957747148067,0.09109305164765379,0.0,0.0
ieee33,2,15,1.0,1.0,0.06831978873574034,0.011386631455956723,0.06831978873574034,0.011386631455956723,0.0,0.0
ieee33,2,16,1.0,1.0,0.06831978873574034,0.022773262911913447,0.06831978873574034,0.022773262911913447,0.0,0.0
ieee33,2,17,1.0,1.0,0.06831978873574034,0.022773262911913447,0.06831978873574034,0.022773262911913447,0.0,0.0
ieee33,2,18,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,19,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,20,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,21,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,22,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,23,0.986359551394768,0.9729051646276882,0.1024796831036105,0.05693315727978361,0.0,0.0,0.0,0.0
ieee33,2,24,0.9796683283681992,0.9597500336077418,0.4782385211501822,0.22773262911913444,0.0,0.0,0.14216429838777525,0.0
ieee33,2,25,0.9759152691167831,0.9524106124952831,0.4782385211501822,0.22773262911913444,0.0,0.0,0.0,0.0
ieee33,2,26,0.9746814404911641,0.9500039104379306,0.06831978873574034,0.028466578639891806,0.0,0.0,0.0,0.0
ieee33,2,27,0.972646985267105,0.946042157949188,0.06831978873574034,0.028466578639891806,0.0,0.0,0.0,0.0
ieee33,2,28,0.9635952457625532,0.9285157976561952,0.06831978873574034,0.022773262911913447,0.0,0.0,0.0,0.0
ieee33,2,29,0.9571696142207876,0.9161736703875714,0.13663957747148067,0.07970642019169706,0.0,0.0,0.0,0.0
ieee33,2,30,0.954594705955257,0.9112510526378035,0.22773262911913444,0.6831978873574032,0.06517313612957086,0.19551940838871254,0.14216429838777525,0.0
ieee33,2,31,0.9507579622385982,0.9039407027600916,0.1707994718393508,0.07970642019169706,0.0,0.0,0.0,0.0
ieee33,2,32,0.95,0.9025,0.2391192605750911,0.11386631455956722,0.0,0.0,0.0,0.0
ieee33,2,33,1.0,1.0,0.06831978873574034,0.04554652582382689,0.06831978873574034,0.04554652582382689,0.0,0.0
ieee33,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,3,2,0.9984277693713655,0.9968580106518806,0.09074071354162441,0.05444442812497465,0.0,0.0,0.0,0.0
ieee33,3,3,0.994580335389594,0.9891900435436773,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,4,0.9919450516239382,0.9839549854412174,0.1088888562499493,0.07259257083329954,0.0,0.0,0.0,0.0
ieee33,3,5,0.9895440783961441,0.9791974830888741,0.05444442812497465,0.027222214062487326,0.0,0.0,0.0,0.0
ieee33,3,6,0.9831678620733304,0.9666190450138433,0.05444442812497465,0.018148142708324884,0.0,0.0,0.1662600972110893,0.0
ieee33,3,7,0.9686555588355965,0.9382935916631017,0.18148142708324883,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,8,0.969624074554073,0.9401708459548423,0.18148142708324883,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,9,0.9687291413524726,0.9384361493054988,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,10,0.9682764530800473,0.937559289589277,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,11,0.9683103510405201,0.9376249359322153,0.04083332109373099,0.027222214062487326,0.0,0.0,0.0,0.0
ieee33,3,12,0.9684305660240465,0.9378577612096552,0.05444442812497465,0.03175924973956855,0.0,0.0,0.0,0.0
ieee33,3,13,0.965415656247982,0.9320273893287216,0.05444442812497465,0.03175924973956855,0.0,0.0,0.0,0.0
ieee33,3,14,0.9642257335646124,0.9297312652682149,0.1088888562499493,0.07259257083329954,0.0,0.0,0.1662600972110893,0.0
ieee33,3,15,0.9632643049498204,0.9278781211904605,0.05444442812497465,0.009074071354162442,0.0,0.0,0.0,0.0
ieee33,3,16,0.9624355794537126,0.9262822445984036,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,17,0.9611097360575676,0.9237319247446472,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,18,0.9609202001838544,0.9233676311213788,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.07657633169689587
ieee33,3,19,0.9967333255342234,0.9934773222305123,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,20,0.9824763796275027,0.9652598365259648,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,21,0.9784589595001605,0.9573819354261367,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,22,0.9751071124932784,0.9508338808349792,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,23,1.0,1.0,0.08166664218746197,0.045370356770812206,0.08166664218746197,0.045370356770812206,0.0,0.0
ieee33,3,24,1.0,1.0,0.3811109968748225,0.18148142708324883,0.3811109968748225,0.18148142708324883,0.0,0.0
ieee33,3,25,1.0,1.0,0.3811109968748225,0.18148142708324883,0.3811109968748225,0.18148142708324883,0.0,0.0
ieee33,3,26,0.9818339910473405,0.963997985975949,0.05444442812497465,0.022685178385406103,0.0,0.0,0.0,0.0
ieee33,3,27,0.9800832434402929,0.9605631640724442,0.05444442812497465,0.022685178385406103,0.0,0.0,0.0,0.0
ieee33,3,28,0.9720054347168459,0.9447945651190844,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,29,0.9662335343192617,0.9336072428430919,0.1088888562499493,0.0635184994791371,0.0,0.0,0.0,0.0
ieee33,3,30,0.963944146421041,0.9291883174193893,0.18148142708324883,0.5444442812497465,0.0,0.0,0.1662600972110893,0.0
ieee33,3,31,0.9609176125108598,0.9233626580335709,0.13611107031243663,0.0635184994791371,0.0,0.0,0.0,0.0
ieee33,3,32,0.9603200267681075,0.9222145538118985,0.19055549843741126,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,33,0.9608742144323902,0.9232792559610629,0.05444442812497465,0.03629628541664977,0.0,0.0,0.0,0.07657633169689587
ieee33,4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,4,2,0.9979223777803026,0.995849072074693,0.09503574377978616,0.0570214462678717,0.0,0.0,0.0,0.0
ieee33,4,3,0.9914345127760155,0.9829423931234152,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,4,0.9888733332415437,0.9778704691962411,0.1140428925357434,0.07602859502382893,0.0,0.0,0.0,0.0
ieee33,4,5,0.986567614832557,0.9733156586364005,0.0570214462678717,0.02851072313393585,0.0,0.0,0.0,0.0
ieee33,4,6,0.9803373779718796,0.9610613746487798,0.0570214462678717,0.019007148755957232,0.0,0.0,0.21911689976511656,0.0
ieee33,4,7,0.967306077973298,0.9356810484840841,0.19007148755957232,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,8,0.9683218260754676,0.937647158854128,0.19007148755957232,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,9,0.9673832507374923,0.935830353807438,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,10,0.9669084701717335,0.9349119896898421,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,11,0.9677314363604225,0.9365041329202064,0.04276608470090377,0.02851072313393585,0.0,0.0,0.0,0.0
ieee33,4,12,0.9678574164186668,0.9367479785166166,0.0570214462678717,0.03326251032292516,0.0,0.0,0.0,0.0
ieee33,4,13,0.9651254783566635,0.9314671889731785,0.0570214462678717,0.03326251032292516,0.0,0.0,0.0,0.0
ieee33,4,14,0.9640368038490899,0.9293669591755686,0.1140428925357434,0.07602859502382893,0.0,0.0,0.21911689976511656,0.0
ieee33,4,15,0.9630299508246708,0.9274266861853679,0.0570214462678717,0.009503574377978616,0.0,0.0,0.0,0.0
ieee33,4,16,0.9621621546796252,0.9257560118977389,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,17,0.9607737796975226,0.9230862557542638,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,18,0.9605755799387695,0.9227054447747033,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.08024064624047267
ieee33,4,19,0.9961930502328246,0.992400593332179,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,20,0.9816788671946722,0.9636933982966149,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,21,0.9775852396756668,0.955672900831731,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,22,0.9742759195846661,0.9492135674825468,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,23,0.9887135986341462,0.9775545801240835,0.08553216940180754,0.04751787188989308,0.0,0.0,0.0,0.0
ieee33,4,24,0.9837178091340572,0.9677007280075094,0.39915012387510185,0.19007148755957232,0.0,0.0,0.21911689976511656,0.0
ieee33,4,25,0.9805993366741208,0.9615750590857258,0.39915012387510185,0.19007148755957232,0.0,0.0,0.0,0.0
ieee33,4,26,0.9789944901693449,0.9584302117819357,0.0570214462678717,0.02375893594494654,0.0,0.0,0.0,0.0
ieee33,4,27,0.9772371010738764,0.9549923517152736,0.0570214462678717,0.02375893594494654,0.0,0.0,0.0,0.0
ieee33,4,28,0.969057207743511,0.9390718718796502,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,29,0.963227115690284,0.9278064764010238,0.1140428925357434,0.06652502064585032,0.0,0.0,0.0,0.0
ieee33,4,30,0.9609699718916846,0.9234632868775051,0.19007148755957232,0.5702144626787169,0.0,0.0,0.21911689976511656,0.0
ieee33,4,31,0.9577901030774679,0.9173618815531467,0.14255361566967922,0.06652502064585032,0.0,0.0,0.0,0.0
ieee33,4,32,0.9571621775403539,0.9161594341137921,0.19957506193755092,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,33,0.9605275292357159,0.9226131344196691,0.0570214462678717,0.038014297511914465,0.0,0.0,0.0,0.08024064624047267
ieee33,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,5,2,0.9982054674220794,0.9964141551913319,0.0959559269801051,0.05757355618806307,0.0,0.0,0.0,0.0
ieee33,5,3,0.9937461294009119,0.987531369699294,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,4,0.9931490628473169,0.9863450610345037,0.11514711237612614,0.07676474158408408,0.0,0.0,0.0,0.0
ieee33,5,5,0.9928964260776125,0.9858433129176959,0.05757355618806307,0.028786778094031535,0.0,0.0,0.0,0.0
ieee33,5,6,0.9926902098433943,0.9854338527189223,0.05757355618806307,0.01919118539602102,0.0,0.0,0.03407530045876854,0.0
ieee33,5,7,0.9653022912733505,0.9318085135375805,0.1919118539602102,0.0959559269801051,0.0,0.0,0.0,0.0
ieee33,5,8,0.9663299957898639,0.9337936607632383,0.1919118539602102,0.0959559269801051,0.0,0.0,0.0,0.0
ieee33,5,9,0.9653803729665924,0.931959264509117,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,10,0.964899999137066,0.93103200833471,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,11,0.9631268733871049,0.9276133742404205,0.04318016714104729,0.028786778094031535,0.0,0.0,0.0,0.0
ieee33,5,12,0.9632546812088796,0.9278595808708202,0.05757355618806307,0.033584574443036794,0.0,0.0,0.0,0.0
ieee33,5,13,0.959064063872825,0.9198038786122581,0.05757355618806307,0.033584574443036794,0.0,0.0,0.0,0.0
ieee33,5,14,0.9574332398020706,0.9166784086778892,0.11514711237612614,0.07676474158408408,0.0,0.0,0.03407530045876854,0.0
ieee33,5,15,0.9565579315014048,0.9150030763182463,0.05757355618806307,0.00959559269801051,0.0,0.0,0.0,0.0
ieee33,5,16,0.9558632273934012,0.9136745094829292,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,17,0.9547762704606255,0.9115977266347016,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,18,0.9547589470954376,0.9115646470587886,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.10025385591176048
ieee33,5,19,0.9963071789875784,0.9926279949021866,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,20,0.9802305311799668,0.96085189425736,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,21,0.9757017663783278,0.951993936913789,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,22,0.9716772827529624,0.9441567418181804,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,23,0.9904734241423424,0.9810376039322566,0.08636033428209458,0.04797796349005255,0.0,0.0,0.0,0.0
ieee33,5,24,0.9843734289521981,0.9689910476271082,0.40301489331644147,0.1919118539602102,0.0,0.0,0.03407530045876854,0.0
ieee33,5,25,0.9812268172757265,0.962806066941052,0.40301489331644147,0.1919118539602102,0.0,0.0,0.0,0.0
ieee33,5,26,1.0,1.0,0.05757355618806307,0.023988981745026276,0.05757355618806307,0.023988981745026276,0.0,0.0
ieee33,5,27,1.0,1.0,0.05757355618806307,0.023988981745026276,0.05757355618806307,0.023988981745026276,0.0,0.0
ieee33,5,28,1.0,1.0,0.05757355618806307,0.01919118539602102,0.05757355618806307,0.01919118539602102,0.0,0.0
ieee33,5,29,1.0,1.0,0.11514711237612614,0.06716914888607359,0.11514711237612614,0.06716914888607359,0.0,0.0
ieee33,5,30,1.0,1.0,0.1919118539602102,0.5757355618806306,0.1919118539602102,0.5757355618806306,0.0,0.0
ieee33,5,31,1.0,1.0,0.14393389047015764,0.06716914888607359,0.14393389047015764,0.06716914888607359,0.0,0.0
ieee33,5,32,1.0,1.0,0.20150744665822073,0.0959559269801051,0.20150744665822073,0.0959559269801051,0.0,0.0
ieee33,5,33,0.9547729902569946,0.9115914629242832,0.05757355618806307,0.03838237079204204,0.0,0.0,0.0,0.10025385591176048
ieee33,6,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,6,2,0.998511372956292,0.9970249619230593,0.08931877707116247,0.053591266242697486,0.0,0.0,0.0,0.0
ieee33,6,3,0.9949596820757411,0.9899447689562599,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,4,0.9944757227978477,0.9889819632343015,0.10718253248539497,0.07145502165692998,0.0,0.0,0.0,0.0
ieee33,6,5,0.9943149429216079,0.9886622057172004,0.053591266242697486,0.026795633121348743,0.0,0.0,0.0,0.0
ieee33,6,6,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232494,0.0,0.0
ieee33,6,7,0.9695645630107884,0.9400554418463012,0.17863755414232493,0.08931877707116247,0.0,0.0,0.0,0.0
ieee33,6,8,0.9705170163130644,0.941903278953213,0.17863755414232493,0.08931877707116247,0.0,0.0,0.0,0.0
ieee33,6,9,0.9696369246084398,0.940195765564113,0.053591266242697486,0.017863755414232494,0.0,0.0,0.0,0.0
ieee33,6,10,0.9691917491005635,0.9393326465246097,0.053591266242697486,0.017863755414232494,0.0,0.0,0.0,0.0
ieee33,6,11,0.9696804441590394,0.9402801637844719,0.04019344968202311,0.026795633121348743,0.0,0.0,0.0,0.0
ieee33,6,12,0.969798608276043,0.9405093406141499,0.053591266242697486,0.03126157197490687,0.0,0.0,0.0,0.0
ieee33,6,13,0.9670826186036819,0.9352487912053546,0.053591266242697486,0.03126157197490687,0.0,0.0,0.0,0.0
ieee33,6,14,0.9660047460606898,0.9331651694117776,0.10718253248539497,0.07145502165692998,0.0,0.0,0.19388735649824113,0.0
ieee33,6,15,0.9650444172829992,0.9313107273290835,0.053591266242697486,0.008931877707116247,0.0,0.0,0.0,0.0
ieee33,6,16,0.9642103242366664,0.9297015493645773,0.053591266242697486,0.017863755414232494,0.0,0.0,0.0,0.0
ieee33,6,17,0.9628733180167018,0.9271250265484926,0.053591266242697486,0.017863755414232494,0.0,0.0,0.0,0.0
ieee33,6,18,0.962667578294268,0.9267288662989506,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.07331952787531718
ieee33,6,19,0.9968704538563218,0.993750701771709,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,20,0.9830898485854993,0.96646565039186,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,21,0.9792061402274632,0.9588446650591664,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,22,0.9760278014514416,0.9526302692061347,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,23,0.9923775638143719,0.9848132291621478,0.08038689936404622,0.04465938853558123,0.0,0.0,0.0,0.0
ieee33,6,24,0.9876320847260458,0.9754171347803152,0.37513886369888233,0.17863755414232493,0.0,0.0,0.19388735649824113,0.0
ieee33,6,25,0.9847131365900259,0.9696599613729671,0.37513886369888233,0.17863755414232493,0.0,0.0,0.0,0.0
ieee33,6,26,1.0,1.0,0.053591266242697486,0.022329694267790617,0.053591266242697486,0.022329694267790617,0.0,0.0
ieee33,6,27,1.0,1.0,0.053591266242697486,0.022329694267790617,0.053591266242697486,0.022329694267790617,0.0,0.0
ieee33,6,28,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,29,1.0,1.0,0.10718253248539497,0.06252314394981374,0.10718253248539497,0.06252314394981374,0.0,0.0
ieee33,6,30,1.0,1.0,0.17863755414232493,0.5359126624269748,0.17863755414232493,0.5359126624269749,0.0,0.0
ieee33,6,31,1.0,1.0,0.1339781656067437,0.06252314394981374,0.1339781656067437,0.06252314394981374,0.0,0.0
ieee33,6,32,1.0,1.0,0.18756943184944116,0.08931877707116247,0.18756943184944116,0.08931877707116247,0.0,0.0
ieee33,6,33,0.9626157296331788,0.9266290429372172,0.053591266242697486,0.03572751082846499,0.0,0.0,0.0,0.07331952787531718
ieee33,7,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,7,2,0.9982567572549458,0.9965165534051597,0.08631118250328543,0.05178670950197126,0.0,0.0,0.0,0.0
