seed,generation,generation_best_objective,generation_best_open_branches,global_best_objective,global_best_open_branches,evaluated_unique_candidates
202,10,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,785
202,11,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,798
202,12,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,808
202,13,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,817
202,14,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,822
202,15,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,830
202,16,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,838
202,17,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,847
202,18,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,855
303,0,1215.7866900413624,14-25-32-33-35,1215.7866900413624,14-25-32-33-35,938
303,1,1215.7866900413624,14-25-32-33-35,1215.7866900413624,14-25-32-33-35,964
303,2,1165.894548220895,14-21-27-32-33,1165.894548220895,14-21-27-32-33,989
303,3,1155.851556524707,10-14-32-33-37,1155.851556524707,10-14-32-33-37,1006
303,4,1109.4798226240237,10-12-27-32-33,1109.4798226240237,10-12-27-32-33,1019
303,5,1055.3338390484664,10-14-28-32-33,1055.3338390484664,10-14-28-32-33,1032
303,6,1055.3338390484664,10-14-28-32-33,1055.3338390484664,10-14-28-32-33,1052
303,7,1055.3338390484664,10-14-28-32-33,1055.3338390484664,10-14-28-32-33,1066
303,8,1051.7144630170183,9-12-28-31-33,1051.7144630170183,9-12-28-31-33,1082
303,9,1014.5672952676675,9-13-28-31-33,1014.5672952676675,9-13-28-31-33,1092
303,10,1014.5672952676675,9-13-28-31-33,1014.5672952676675,9-13-28-31-33,1104
303,11,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1114
303,12,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1125
303,13,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1133
303,14,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1142
303,15,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1150
303,16,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1157
303,17,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1164
303,18,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1175
404,0,1102.7229769556386,10-14-27-30-33,1102.7229769556386,10-14-27-30-33,1259
404,1,1051.117995605162,10-13-27-31-33,1051.117995605162,10-13-27-31-33,1278
404,2,1051.117995605162,10-13-27-31-33,1051.117995605162,10-13-27-31-33,1302
404,3,1039.94656467514,10-13-28-31-33,1039.94656467514,10-13-28-31-33,1314
404,4,1039.94656467514,10-13-28-31-33,1039.94656467514,10-13-28-31-33,1324
404,5,1039.94656467514,10-13-28-31-33,1039.94656467514,10-13-28-31-33,1336
404,6,1014.5672952676675,9-13-28-31-33,1014.5672952676675,9-13-28-31-33,1345
404,7,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,1358
404,8,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,1368
404,9,1001.6594742024545,10-14-28-31-33,1001.6594742024545,10-14-28-31-33,1374
404,10,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1381
404,11,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1387
404,12,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1397
404,13,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1405
404,14,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1417
404,15,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1422
404,16,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1427
404,17,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1434
404,18,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1437
505,0,1211.9209403259656,9-14-20-27-31,1211.9209403259656,9-14-20-27-31,1514
505,1,1209.215015604379,10-12-17-20-28,1209.215015604379,10-12-17-20-28,1538
505,2,1091.4058692880467,11-27-31-33-34,1091.4058692880467,11-27-31-33-34,1558
505,3,1091.4058692880467,11-27-31-33-34,1091.4058692880467,11-27-31-33-34,1574
505,4,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1587
505,5,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1596
505,6,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1606
505,7,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1617
505,8,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1625
505,9,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1638
505,10,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1651
505,11,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1659
505,12,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1668
505,13,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1678
505,14,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1692
505,15,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1703
505,16,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1708
505,17,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1714
505,18,995.422937466587,9-14-28-31-33,995.422937466587,9-14-28-31-33,1724
