case,scenario,bus,V_pu,v_squared,Pload_MW,Qload_Mvar,Pshed_MW,Qshed_Mvar,Pren_MW,Pbat_MW
ieee33,1,20,0.9881747837865591,0.9764894033116128,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,21,0.9860881464618428,0.9723698325925528,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,22,0.9829620958371768,0.9662144818526152,0.09953106448815771,0.04423602866140343,0.0,0.0,0.0,0.0
ieee33,1,23,0.9801630589025587,0.9607196220372208,0.09953106448815771,0.055295035826754296,0.0,0.0,0.0,0.0
ieee33,1,24,0.96766815716238,0.9363816623860366,0.46447830094473597,0.22118014330701719,0.0,0.0,0.1361638796276213,0.0
ieee33,1,25,0.9580212685869414,0.9178047510649325,0.46447830094473597,0.22118014330701719,0.0,0.0,0.0,0.0
ieee33,1,26,0.9721731425466866,0.9451206190891004,0.06635404299210515,0.027647517913377148,0.0,0.0,0.0,0.0
ieee33,1,27,0.9718848314780572,0.9445601256571315,0.06635404299210515,0.027647517913377148,0.0,0.0,0.0,0.0
ieee33,1,28,0.971300969527222,0.9434255734045215,0.06635404299210515,0.022118014330701714,0.0,0.0,0.0,0.0
ieee33,1,29,0.9540992185908579,0.9103053189156857,0.1327080859842103,0.07741305015745602,0.0,0.0,0.0,0.0
ieee33,1,30,0.9520117180216802,0.906326311250591,0.22118014330701719,0.6635404299210514,0.0,0.0,0.1361638796276213,0.0
ieee33,1,31,0.9504625440866447,0.9033790477116569,0.16588510748026286,0.07741305015745602,0.0,0.0,0.0,0.0
ieee33,1,32,0.95,0.9025,0.23223915047236798,0.11059007165350859,0.16185442711550047,0.07707353672166689,0.0,0.0
ieee33,1,33,0.9502743013830874,0.9030212478691149,0.06635404299210515,0.04423602866140343,0.0,0.0,0.0,0.06088010757187182
ieee33,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,2,2,0.9978274829869869,0.9956596858041455,0.11386631455956722,0.06831978873574034,0.0,0.0,0.0,0.0
ieee33,2,3,0.9865960812595896,0.9733718275567789,0.1024796831036105,0.04554652582382689,0.0,0.0,0.0,0.0
ieee33,2,4,0.9830951548414925,0.9664760834728181,0.13663957747148067,0.09109305164765379,0.0,0.0,0.0,0.0
ieee33,2,5,0.9798807055931112,0.9601661971936536,0.06831978873574034,0.03415989436787017,0.0,0.0,0.0,0.0
ieee33,2,6,0.9724307002918644,0.9456214668701257,0.06831978873574034,0.022773262911913447,0.0,0.0,0.14216429838777525,0.0
ieee33,2,7,0.969773170003169,0.9404600012579952,0.22773262911913444,0.11386631455956722,0.0,0.0,0.0,0.0
ieee33,2,8,0.9664776921880318,0.9340791294971039,0.22773262911913444,0.11386631455956722,0.0,0.0,0.0,0.0
ieee33,2,9,0.9629812877940638,0.9273329606415134,0.06831978873574034,0.022773262911913447,0.0,0.0,0.0,0.0
ieee33,2,10,1.0,1.0,0.06831978873574034,0.022773262911913447,0.06831978873574034,0.022773262911913447,0.0,0.0
ieee33,2,11,1.0,1.0,0.05123984155180525,0.03415989436787017,0.05123984155180525,0.03415989436787017,0.0,0.0
ieee33,2,12,1.0,1.0,0.06831978873574034,0.03985321009584853,0.06831978873574034,0.03985321009584853,0.0,0.0
ieee33,2,13,1.0,1.0,0.06831978873574034,0.03985321009584853,0.06831978873574034,0.03985321009584853,0.0,0.0
ieee33,2,14,1.0,1.0,0.13663957747148067,0.09109305164765379,0.13663957747148067,0.09109305164765379,0.0,0.0
ieee33,2,15,0.9566676572237497,0.9152130063779779,0.06831978873574034,0.011386631455956723,0.0,0.0,0.0,0.0
ieee33,2,16,0.9548871683478565,0.9118095042753875,0.06831978873574034,0.022773262911913447,0.0,0.0,0.0,0.0
ieee33,2,17,0.9518716570638468,0.9060596515214735,0.06831978873574034,0.022773262911913447,0.0,0.0,0.0,0.0
ieee33,2,18,0.9509058184114524,0.9042218754887541,0.1024796831036105,0.04554652582382689,0.0,0.0,0.0,0.05344090617703385
ieee33,2,19,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,20,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,21,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,22,1.0,1.0,0.1024796831036105,0.04554652582382689,0.1024796831036105,0.04554652582382689,0.0,0.0
ieee33,2,23,0.9802397235272642,0.9608699155808073,0.1024796831036105,0.05693315727978361,0.0,0.0,0.0,0.0
ieee33,2,24,0.9674931929031783,0.9360430783139865,0.4782385211501822,0.22773262911913444,0.0,0.0,0.14216429838777525,0.0
ieee33,2,25,0.9576660478317345,0.917124259169654,0.4782385211501822,0.22773262911913444,0.0,0.0,0.0,0.0
ieee33,2,26,0.9721108133247767,0.9449994333829588,0.06831978873574034,0.028466578639891806,0.0,0.0,0.0,0.0
ieee33,2,27,0.9718139406656402,0.9444223352720805,0.06831978873574034,0.028466578639891806,0.0,0.0,0.0,0.0
ieee33,2,28,0.9712127325079383,0.943254171785536,0.06831978873574034,0.022773262911913447,0.0,0.0,0.0,0.0
ieee33,2,29,0.9536976736962611,0.9095392528136601,0.13663957747148067,0.07970642019169706,0.0,0.0,0.0,0.0
ieee33,2,30,0.9515958052355881,0.9055345765419673,0.22773262911913444,0.6831978873574032,0.0049816657680631475,0.014944997304189439,0.14216429838777525,0.0
ieee33,2,31,0.95,0.9025,0.1707994718393508,0.07970642019169706,0.0,0.0,0.0,0.0
ieee33,2,32,0.95,0.9025,0.2391192605750911,0.11386631455956722,0.11542498244845116,0.05496427735640533,0.0,0.0
ieee33,2,33,0.9504820052106924,0.9034160422293387,0.06831978873574034,0.04554652582382689,0.06831978873574034,0.04554652582382689,0.0,0.05344090617703385
ieee33,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,3,2,0.9987748579406471,0.9975512168543599,0.09074071354162441,0.05444442812497465,0.0,0.0,0.0,0.0
ieee33,3,3,0.9945477075388984,0.9891251425708782,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,4,0.9916285616789349,0.9833272043374331,0.1088888562499493,0.07259257083329954,0.0,0.0,0.0,0.0
ieee33,3,5,0.988930554769831,0.9779836421573659,0.05444442812497465,0.027222214062487326,0.0,0.0,0.0,0.0
ieee33,3,6,0.9825608416691475,0.9654258075815835,0.05444442812497465,0.018148142708324884,0.0,0.0,0.1662600972110893,0.0
ieee33,3,7,0.9800565599629487,0.9605108607264089,0.18148142708324883,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,8,0.9769823512370726,0.9544945146287187,0.18148142708324883,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,9,0.9733296086715243,0.9473705271166627,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,10,0.9834394775799604,0.9671532060627456,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,11,0.983514866784556,0.967301493186243,0.04083332109373099,0.027222214062487326,0.0,0.0,0.0,0.0
ieee33,3,12,0.9837767613681644,0.9678167162080343,0.05444442812497465,0.03175924973956855,0.0,0.0,0.0,0.0
ieee33,3,13,0.9830393390314991,0.9663663420834867,0.05444442812497465,0.03175924973956855,0.0,0.0,0.0,0.0
ieee33,3,14,0.982908082842247,0.9661082993166213,0.1088888562499493,0.07259257083329954,0.0,0.0,0.1662600972110893,0.0
ieee33,3,15,0.9663100996733216,0.9337552087306646,0.05444442812497465,0.009074071354162442,0.0,0.0,0.0,0.0
ieee33,3,16,0.9642445935124307,0.9297676361179529,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,17,0.9603143065569814,0.9222035673780159,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,18,0.9588788995550304,0.919448744011866,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.07657633169689587
ieee33,3,19,0.9979701129045299,0.9959443462506802,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,20,0.9918060009783021,0.9836791435765718,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,21,0.9902412091839916,0.9805776523661738,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,22,0.9879319429427197,0.9760095238865771,0.08166664218746197,0.03629628541664977,0.0,0.0,0.0,0.0
ieee33,3,23,1.0,1.0,0.08166664218746197,0.045370356770812206,0.08166664218746197,0.045370356770812206,0.0,0.0
ieee33,3,24,1.0,1.0,0.3811109968748225,0.18148142708324883,0.3811109968748225,0.18148142708324883,0.0,0.0
ieee33,3,25,1.0,1.0,0.3811109968748225,0.18148142708324883,0.3811109968748225,0.18148142708324883,0.0,0.0
ieee33,3,26,0.9823085592412599,0.9649301055586399,0.05444442812497465,0.022685178385406103,0.0,0.0,0.0,0.0
ieee33,3,27,0.9820744436103472,0.9644702127925732,0.05444442812497465,0.022685178385406103,0.0,0.0,0.0,0.0
ieee33,3,28,0.9816003752381666,0.9635392966677093,0.05444442812497465,0.018148142708324884,0.0,0.0,0.0,0.0
ieee33,3,29,1.0,1.0,0.1088888562499493,0.0635184994791371,0.1088888562499493,0.0635184994791371,0.0,0.0
ieee33,3,30,1.0,1.0,0.18148142708324883,0.5444442812497465,0.18148142708324883,0.5444442812497465,0.0,0.0
ieee33,3,31,1.0,1.0,0.13611107031243663,0.0635184994791371,0.13611107031243663,0.0635184994791371,0.0,0.0
ieee33,3,32,0.9571802831980457,0.916194094543091,0.19055549843741126,0.09074071354162441,0.0,0.0,0.0,0.0
ieee33,3,33,0.9579171627280123,0.9176052906488853,0.05444442812497465,0.03629628541664977,0.0,0.0,0.0,0.07657633169689587
ieee33,4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,4,2,0.9979608327918421,0.9959258237865871,0.09503574377978616,0.0570214462678717,0.0,0.0,0.0,0.0
ieee33,4,3,0.9891134605425942,0.9783454378265459,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,4,0.9861434435457926,0.972478891248354,0.1140428925357434,0.07602859502382893,0.0,0.0,0.0,0.0
ieee33,4,5,0.9834107582348188,0.9670967194119814,0.0570214462678717,0.02851072313393585,0.0,0.0,0.0,0.0
ieee33,4,6,0.9769365698494361,0.9544050615091823,0.0570214462678717,0.019007148755957232,0.0,0.0,0.21911689976511656,0.0
ieee33,4,7,0.9742985482257346,0.949257661074774,0.19007148755957232,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,8,0.9710598583990845,0.94295724859405,0.19007148755957232,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,9,0.9672109814248337,0.9354970825887902,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,10,1.0,1.0,0.0570214462678717,0.019007148755957232,0.0570214462678717,0.019007148755957232,0.0,0.0
ieee33,4,11,0.985800042926599,0.9718017246340843,0.04276608470090377,0.02851072313393585,0.0,0.0,0.0,0.0
ieee33,4,12,0.9859237142043468,0.9720455702304945,0.0570214462678717,0.03326251032292516,0.0,0.0,0.0,0.0
ieee33,4,13,0.9855712259423949,0.9713506414055952,0.0570214462678717,0.03326251032292516,0.0,0.0,0.0,0.0
ieee33,4,14,0.9855883645954225,0.9713844244258796,0.1140428925357434,0.07602859502382893,0.0,0.0,0.21911689976511656,0.0
ieee33,4,15,0.9598121135229095,0.9212392932653146,0.0570214462678717,0.009503574377978616,0.0,0.0,0.0,0.0
ieee33,4,16,0.9576344379814893,0.9170637168081229,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,17,0.9534898510209752,0.9091428960000013,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,18,0.9519760523942175,0.9062584043320778,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.08024064624047267
ieee33,4,19,0.9972405788673182,0.9944887721396239,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,20,0.9919068581350593,0.9838792152153647,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,21,0.9905885358612312,0.9812656473796978,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,22,0.9887395891503926,0.9776059751532873,0.08553216940180754,0.038014297511914465,0.0,0.0,0.0,0.0
ieee33,4,23,0.9843631942531241,0.9689708982002138,0.08553216940180754,0.04751787188989308,0.0,0.0,0.0,0.0
ieee33,4,24,0.974856058748334,0.9503443352783354,0.39915012387510185,0.19007148755957232,0.0,0.0,0.21911689976511656,0.0
ieee33,4,25,0.9672237797262662,0.9355218400679646,0.39915012387510185,0.19007148755957232,0.0,0.0,0.0,0.0
ieee33,4,26,0.9766708229604004,0.9538858964221457,0.0570214462678717,0.02375893594494654,0.0,0.0,0.0,0.0
ieee33,4,27,0.9764242088106784,0.9534042355515593,0.0570214462678717,0.02375893594494654,0.0,0.0,0.0,0.0
ieee33,4,28,0.9759248210663078,0.9524292563733049,0.0570214462678717,0.019007148755957232,0.0,0.0,0.0,0.0
ieee33,4,29,0.9642169082466228,0.9297142461486761,0.1140428925357434,0.06652502064585032,0.0,0.0,0.0,0.0
ieee33,4,30,0.9627780066556113,0.9269414900997524,0.19007148755957232,0.5702144626787169,0.0,0.0,0.21911689976511656,0.0
ieee33,4,31,0.961461780187591,0.9244087547614914,0.14255361566967922,0.06652502064585032,0.0,0.0,0.0,0.0
ieee33,4,32,0.9501841665725669,0.9028499504052034,0.19957506193755092,0.09503574377978616,0.0,0.0,0.0,0.0
ieee33,4,33,0.9509615884235068,0.9043279426569591,0.0570214462678717,0.038014297511914465,0.0,0.0,0.0,0.08024064624047267
ieee33,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,5,2,0.9976121078479135,0.995229917724757,0.0959559269801051,0.05757355618806307,0.0,0.0,0.0,0.0
ieee33,5,3,0.9876916447002348,0.9755347850106549,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,4,0.9848235471240829,0.9698774189700609,0.11514711237612614,0.07676474158408408,0.0,0.0,0.0,0.0
ieee33,5,5,0.9822016592383094,0.9647200994104881,0.05757355618806307,0.028786778094031535,0.0,0.0,0.0,0.0
ieee33,5,6,0.9760859212305459,0.9527437256244835,0.05757355618806307,0.01919118539602102,0.0,0.0,0.03407530045876854,0.0
ieee33,5,7,0.9734661558029554,0.9476363564937837,0.1919118539602102,0.0959559269801051,0.0,0.0,0.0,0.0
ieee33,5,8,0.9703692437676197,0.9416164692501422,0.1919118539602102,0.0959559269801051,0.0,0.0,0.0,0.0
ieee33,5,9,0.9667360305070527,0.9345785526805331,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,10,0.9770459141795826,0.9546187184150164,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,11,0.9771261577517473,0.9547755281626925,0.04318016714104729,0.028786778094031535,0.0,0.0,0.0,0.0
ieee33,5,12,0.9774049125149474,0.955320363008352,0.05757355618806307,0.033584574443036794,0.0,0.0,0.0,0.0
ieee33,5,13,0.9752897859184891,0.9511901665169324,0.05757355618806307,0.033584574443036794,0.0,0.0,0.0,0.0
ieee33,5,14,0.9746585866907372,0.9499593606099854,0.11514711237612614,0.07676474158408408,0.0,0.0,0.03407530045876854,0.0
ieee33,5,15,0.9597618832249885,0.9211428724915764,0.05757355618806307,0.00959559269801051,0.0,0.0,0.0,0.0
ieee33,5,16,0.957750045566007,0.9172851497816884,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,17,0.9538901712758565,0.909906458856683,0.05757355618806307,0.01919118539602102,0.0,0.0,0.0,0.0
ieee33,5,18,0.9525468265205578,0.9073454567143856,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.10025385591176048
ieee33,5,19,0.9966145824717116,0.9932406259952642,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,20,0.9887416267361242,0.9776100044407973,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,21,0.9867147372376253,0.973605972681916,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,22,0.9836266868887816,0.9675214591598013,0.08636033428209458,0.03838237079204204,0.0,0.0,0.0,0.0
ieee33,5,23,0.9818156170391564,0.9639619058619794,0.08636033428209458,0.04797796349005255,0.0,0.0,0.0,0.0
ieee33,5,24,0.9700311349174702,0.9409604027092753,0.40301489331644147,0.1919118539602102,0.0,0.0,0.03407530045876854,0.0
ieee33,5,25,0.9611980885738338,0.9239017654779916,0.40301489331644147,0.1919118539602102,0.0,0.0,0.0,0.0
ieee33,5,26,1.0,1.0,0.05757355618806307,0.023988981745026276,0.05757355618806307,0.023988981745026276,0.0,0.0
ieee33,5,27,1.0,1.0,0.05757355618806307,0.023988981745026276,0.05757355618806307,0.023988981745026276,0.0,0.0
ieee33,5,28,1.0,1.0,0.05757355618806307,0.01919118539602102,0.05757355618806307,0.01919118539602102,0.0,0.0
ieee33,5,29,0.9575333837690446,0.9168701810321964,0.11514711237612614,0.06716914888607359,0.0,0.0,0.0,0.0
ieee33,5,30,0.9554503141891767,0.9128853028841966,0.1919118539602102,0.5757355618806306,0.0,0.0,0.03407530045876854,0.0
ieee33,5,31,0.9541111278810164,0.9103280443463853,0.14393389047015764,0.06716914888607359,0.0,0.0,0.0,0.0
ieee33,5,32,0.9508017776915824,0.9040240204614732,0.20150744665822073,0.0959559269801051,0.0,0.0,0.0,0.0
ieee33,5,33,0.951586214363764,0.9055163233671595,0.05757355618806307,0.03838237079204204,0.0,0.0,0.0,0.10025385591176048
ieee33,6,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee33,6,2,0.9986009530506633,0.997203863433693,0.08931877707116247,0.053591266242697486,0.0,0.0,0.0,0.0
ieee33,6,3,0.9933090510479838,0.9866628708938461,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,4,0.9928242871585524,0.9857000651718877,0.10718253248539497,0.07145502165692998,0.0,0.0,0.0,0.0
ieee33,6,5,0.992663239802294,0.9853803076547866,0.053591266242697486,0.026795633121348743,0.0,0.0,0.0,0.0
ieee33,6,6,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,7,1.0,1.0,0.17863755414232493,0.08931877707116247,0.17863755414232493,0.08931877707116247,0.0,0.0
ieee33,6,8,1.0,1.0,0.17863755414232493,0.08931877707116247,0.17863755414232493,0.08931877707116247,0.0,0.0
ieee33,6,9,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,10,0.9844226640375897,0.9690879814708652,0.053591266242697486,0.017863755414232494,0.0,0.0,0.0,0.0
ieee33,6,11,0.9844967978043131,0.9692339448869465,0.04019344968202311,0.026795633121348743,0.0,0.0,0.0,0.0
ieee33,6,12,0.9847543319003715,0.9697410941965472,0.053591266242697486,0.03126157197490687,0.0,0.0,0.0,0.0
ieee33,6,13,0.9843105517754287,0.9688672623364488,0.053591266242697486,0.03126157197490687,0.0,0.0,0.0,0.0
ieee33,6,14,0.9842853173753857,0.9688175860007637,0.10718253248539497,0.07145502165692998,0.0,0.0,0.19388735649824113,0.0
ieee33,6,15,1.0,1.0,0.053591266242697486,0.008931877707116247,0.053591266242697486,0.008931877707116247,0.0,0.0
ieee33,6,16,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,17,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,18,1.0,1.0,0.08038689936404622,0.03572751082846499,0.08038689936404622,0.03572751082846499,0.0,0.0
ieee33,6,19,0.9978396881721856,0.9956840432915646,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,20,0.9920577158067934,0.9841785114917925,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,21,0.990595835202311,0.9812801087201641,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,22,0.9884589027082787,0.9770510023432544,0.08038689936404622,0.03572751082846499,0.0,0.0,0.0,0.0
ieee33,6,23,0.9887955268798769,0.9777165939776533,0.08038689936404622,0.04465938853558123,0.0,0.0,0.0,0.0
ieee33,6,24,0.97976553798768,0.9599405094282879,0.37513886369888233,0.17863755414232493,0.0,0.0,0.19388735649824113,0.0
ieee33,6,25,0.9725610346681918,0.9458749661548637,0.37513886369888233,0.17863755414232493,0.0,0.0,0.0,0.0
ieee33,6,26,1.0,1.0,0.053591266242697486,0.022329694267790617,0.053591266242697486,0.022329694267790617,0.0,0.0
ieee33,6,27,1.0,1.0,0.053591266242697486,0.022329694267790617,0.053591266242697486,0.022329694267790617,0.0,0.0
ieee33,6,28,1.0,1.0,0.053591266242697486,0.017863755414232494,0.053591266242697486,0.017863755414232498,0.0,0.0
ieee33,6,29,0.9697121020733471,0.9403415609075095,0.10718253248539497,0.06252314394981374,0.0,0.0,0.0,0.0
ieee33,6,30,0.9683280964343426,0.9376593023441575,0.17863755414232493,0.5359126624269748,0.0,0.0,0.19388735649824113,0.0
ieee33,6,31,0.9670981988090886,0.9352789261397835,0.1339781656067437,0.06252314394981374,0.0,0.0,0.0,0.0
ieee33,6,32,1.0,1.0,0.18756943184944116,0.08931877707116247,0.18756943184944116,0.08931877707116247,0.0,0.0
ieee33,6,33,1.0,1.0,0.053591266242697486,0.03572751082846499,0.053591266242697486,0.035727510828464995,0.0,0.0
ieee33,7,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
